,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,speech-commands,RestNet50_base,N/A,N/A,96.06437454279444,3.9356254572055605,0.0,1518209
1,speech-commands,RestNet50_base,N/A,gaussian_noise,95.71324067300658,4.286759326993419,0.005,1518209
