,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,speech-commands,R50+ViT-B_16,N/A,N/A,95.11338697878567,4.88661302121433,0.0,103692988
1,speech-commands,R50+ViT-B_16,N/A,gaussian_noise,93.78200438917337,6.217995610826634,0.005,103692988
