,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,speech-commands,R50+ViT-B_16,N/A,N/A,95.09875640087783,4.901243599122168,0.0,103692988
1,speech-commands,R50+ViT-B_16,N/A,exercise_bike,77.23482077542063,22.76517922457937,3.0,103692988
2,speech-commands,R50+ViT-B_16,CoNMix-STDA,exercise_bike,85.86686174103878,14.133138258961225,3.0,103692988
