,type,step,accuracy,loss
297,validation,78,78.125,1.8006021976470947
298,validation,79,70.3125,1.8727953433990479
299,validation,80,79.6875,1.8030825853347778
300,validation,81,71.875,1.834649920463562
301,validation,82,73.4375,1.8274637460708618
302,validation,83,75.0,1.8205152750015259
303,validation,84,73.4375,1.8417317867279053
304,validation,85,71.875,1.8032350540161133
305,validation,86,73.4375,1.8612498044967651
306,validation,87,73.4375,1.8241946697235107
307,validation,88,71.875,1.8452091217041016
308,validation,89,70.3125,1.8578013181686401
309,validation,90,75.0,1.8362090587615967
310,validation,91,82.8125,1.7734545469284058
311,validation,92,85.9375,1.723077654838562
312,validation,93,75.0,1.8369826078414917
313,train,219,73.4375,1.8141474723815918
314,train,220,79.6875,1.8227083683013916
315,train,221,78.125,1.8228662014007568
316,train,222,76.5625,1.7852234840393066
317,train,223,64.0625,1.9077162742614746
318,train,224,71.875,1.8328194618225098
319,train,225,73.4375,1.8326936960220337
320,train,226,71.875,1.8105483055114746
321,train,227,67.1875,1.8635830879211426
322,train,228,78.125,1.7968785762786865
323,train,229,76.5625,1.7931312322616577
324,train,230,81.25,1.764543890953064
325,train,231,73.4375,1.7878620624542236
326,train,232,76.5625,1.7938220500946045
327,train,233,70.3125,1.8244175910949707
328,train,234,78.125,1.816328763961792
329,train,235,76.5625,1.7866560220718384
330,train,236,71.875,1.844743013381958
331,train,237,75.0,1.8406826257705688
332,train,238,78.125,1.8060991764068604
333,train,239,70.3125,1.8360176086425781
334,train,240,73.4375,1.8464676141738892
335,train,241,85.9375,1.7290757894515991
336,train,242,87.5,1.7515473365783691
337,train,243,84.375,1.7438740730285645
338,train,244,82.8125,1.7345706224441528
339,train,245,78.125,1.8153350353240967
340,train,246,89.0625,1.7102820873260498
341,train,247,68.75,1.8540160655975342
342,train,248,87.5,1.7217004299163818
343,train,249,84.375,1.769919991493225
344,train,250,79.6875,1.7960052490234375
345,train,251,82.8125,1.7602709531784058
346,train,252,79.6875,1.7705861330032349
347,train,253,89.0625,1.6926580667495728
348,train,254,90.625,1.74245023727417
349,train,255,89.0625,1.7385828495025635
350,train,256,84.375,1.7452714443206787
351,train,257,90.625,1.6793807744979858
352,train,258,84.375,1.7202564477920532
353,train,259,89.0625,1.7133926153182983
354,train,260,84.375,1.7312979698181152
355,train,261,89.0625,1.7376482486724854
356,train,262,81.25,1.8106441497802734
357,train,263,87.5,1.7168042659759521
358,train,264,79.6875,1.8026134967803955
359,train,265,82.8125,1.7290799617767334
360,train,266,87.5,1.7322536706924438
361,train,267,85.9375,1.7523269653320312
362,train,268,81.25,1.7456318140029907
363,train,269,87.5,1.7336498498916626
364,train,270,89.0625,1.6998412609100342
365,train,271,82.8125,1.735985279083252
366,train,272,87.5,1.6845263242721558
367,train,273,85.9375,1.7187920808792114
368,train,274,87.5,1.7133784294128418
369,train,275,85.9375,1.7412971258163452
370,train,276,92.1875,1.7038977146148682
371,train,277,87.5,1.6993908882141113
372,train,278,92.1875,1.6987626552581787
373,train,279,95.3125,1.6777251958847046
374,train,280,92.1875,1.6927402019500732
375,train,281,85.9375,1.719211459159851
376,train,282,79.6875,1.7411364316940308
377,train,283,81.25,1.7481164932250977
378,train,284,95.3125,1.6486165523529053
379,train,285,82.8125,1.7229387760162354
380,train,286,84.375,1.7648088932037354
381,train,287,92.1875,1.7150431871414185
382,train,288,85.9375,1.7220666408538818
383,train,289,92.1875,1.6773772239685059
384,train,290,82.8125,1.6991190910339355
385,train,291,93.75,1.6516815423965454
386,train,292,87.5,1.6831393241882324
387,train,293,84.375,1.692444920539856
388,train,294,85.9375,1.6998438835144043
389,train,295,90.625,1.7103253602981567
390,train,296,82.8125,1.7186795473098755
391,train,297,87.5,1.7201693058013916
392,train,298,89.0625,1.6904892921447754
393,train,299,93.75,1.6583466529846191
394,train,300,93.75,1.6603186130523682
395,train,301,85.9375,1.6891992092132568
396,train,302,93.75,1.683713674545288
397,train,303,84.375,1.703415036201477
398,train,304,92.1875,1.6740162372589111
399,train,305,85.9375,1.7048619985580444
400,train,306,96.875,1.6504489183425903
401,train,307,90.625,1.6884132623672485
402,train,308,95.3125,1.6960952281951904
403,train,309,95.3125,1.6437660455703735
404,train,310,96.875,1.6485018730163574
405,train,311,93.75,1.656052827835083
406,train,312,90.625,1.720024585723877
407,train,313,95.3125,1.6463043689727783
408,train,314,95.3125,1.630933403968811
409,train,315,92.1875,1.657567024230957
410,train,316,96.875,1.641358494758606
411,train,317,96.875,1.6586146354675293
412,train,318,95.3125,1.6464717388153076
413,train,319,95.3125,1.6705628633499146
414,train,320,98.4375,1.6387498378753662
415,train,321,95.3125,1.6704996824264526
416,train,322,95.3125,1.6415753364562988
417,train,323,92.1875,1.672926425933838
418,train,324,100.0,1.6079657077789307
419,train,325,98.4375,1.62004816532135
420,train,326,96.875,1.5987813472747803
421,train,327,98.4375,1.6004798412322998
422,train,328,96.875,1.621060848236084
423,train,329,95.3125,1.6513338088989258
424,train,330,98.4375,1.65412175655365
425,train,331,98.4375,1.6289526224136353
426,train,332,98.4375,1.5958547592163086
427,train,333,98.4375,1.622038722038269
428,train,334,96.875,1.6290338039398193
429,train,335,96.875,1.6527453660964966
430,train,336,96.875,1.6226933002471924
431,train,337,96.875,1.6051037311553955
432,train,338,98.4375,1.5994986295700073
433,train,339,100.0,1.5815598964691162
434,train,340,100.0,1.587355136871338
435,train,341,100.0,1.5838913917541504
436,train,342,96.875,1.6177958250045776
437,train,343,96.875,1.6437392234802246
438,train,344,96.875,1.6257832050323486
439,train,345,95.3125,1.6457372903823853
440,train,346,96.875,1.6122173070907593
441,train,347,90.625,1.6711839437484741
442,train,348,98.4375,1.584243893623352
443,train,349,98.4375,1.6201393604278564
444,train,350,100.0,1.598106861114502
445,train,351,96.875,1.618080496788025
446,train,352,96.875,1.5991352796554565
447,train,353,96.875,1.5968427658081055
448,train,354,96.875,1.6078994274139404
449,train,355,98.4375,1.5932501554489136
450,train,356,98.4375,1.5824533700942993
451,train,357,100.0,1.5682966709136963
452,train,358,95.3125,1.5909682512283325
453,train,359,98.4375,1.6127920150756836
454,train,360,96.875,1.6013927459716797
455,train,361,92.1875,1.6263587474822998
456,train,362,100.0,1.5671428442001343
457,train,363,96.875,1.5873048305511475
458,train,364,96.875,1.5743879079818726
459,train,365,98.4375,1.5958610773086548
460,train,366,98.4375,1.609485149383545
461,train,367,96.875,1.5766143798828125
462,train,368,96.875,1.5696659088134766
463,train,369,96.875,1.5830914974212646
464,train,370,96.875,1.5793637037277222
465,train,371,96.875,1.5890984535217285
466,train,372,95.3125,1.6374108791351318
467,train,373,100.0,1.5945580005645752
468,train,374,96.875,1.586159586906433
469,train,375,100.0,1.550140142440796
470,train,376,100.0,1.5705616474151611
471,train,377,96.875,1.6026147603988647
472,train,378,100.0,1.5706015825271606
473,train,379,96.875,1.603672742843628
474,train,380,98.4375,1.5824649333953857
475,train,381,100.0,1.5681426525115967
476,train,382,98.4375,1.5760142803192139
477,train,383,98.4375,1.5627859830856323
478,train,384,100.0,1.538072109222412
479,train,385,96.875,1.5861287117004395
480,train,386,100.0,1.5583804845809937
481,train,387,100.0,1.5538363456726074
482,train,388,100.0,1.5475201606750488
483,train,389,100.0,1.5653986930847168
484,train,390,96.875,1.5914027690887451
485,train,391,100.0,1.5813710689544678
486,train,392,98.4375,1.5939518213272095
487,train,393,98.4375,1.5647106170654297
488,train,394,96.875,1.5900315046310425
489,train,395,96.875,1.5620512962341309
490,train,396,100.0,1.551448941230774
491,train,397,95.3125,1.5810625553131104
492,train,398,98.4375,1.5680720806121826
493,train,399,95.3125,1.5883136987686157
494,train,400,98.4375,1.5576046705245972
495,train,401,100.0,1.5694879293441772
496,train,402,98.4375,1.5847511291503906
497,train,403,98.4375,1.5586905479431152
498,train,404,95.3125,1.5826592445373535
499,train,405,100.0,1.5852596759796143
500,train,406,93.75,1.608269453048706
501,train,407,98.4375,1.5721217393875122
502,train,408,96.875,1.5879638195037842
503,train,409,100.0,1.5525270700454712
504,train,410,98.4375,1.5718022584915161
505,train,411,98.4375,1.5607258081436157
506,train,412,95.3125,1.5756018161773682
507,train,413,100.0,1.5547748804092407
508,train,414,96.875,1.5879446268081665
509,train,415,96.875,1.5666576623916626
510,train,416,95.3125,1.573026180267334
511,train,417,96.875,1.575079083442688
512,train,418,100.0,1.5483893156051636
513,train,419,98.4375,1.5678166151046753
514,train,420,95.3125,1.5749112367630005
515,train,421,98.4375,1.5570483207702637
516,train,422,100.0,1.5814309120178223
517,train,423,96.875,1.55207097530365
518,train,424,98.4375,1.5590075254440308
519,train,425,96.875,1.5517451763153076
520,train,426,96.875,1.5837596654891968
521,train,427,100.0,1.5360137224197388
522,train,428,98.4375,1.5366157293319702
523,train,429,100.0,1.5424083471298218
524,train,430,98.4375,1.5756237506866455
525,train,431,100.0,1.5399560928344727
526,train,432,98.4375,1.5594744682312012
527,train,433,100.0,1.5394400358200073
528,train,434,100.0,1.5474499464035034
529,train,435,100.0,1.5330431461334229
530,train,436,98.4375,1.5388096570968628
531,train,437,100.0,1.5602208375930786
532,validation,94,98.4375,1.5283656120300293
533,validation,95,96.875,1.5508341789245605
534,validation,96,100.0,1.5229583978652954
535,validation,97,96.875,1.5545635223388672
536,validation,98,98.4375,1.539763331413269
537,validation,99,100.0,1.5324280261993408
538,validation,100,98.4375,1.5256102085113525
539,validation,101,100.0,1.5424582958221436
540,validation,102,98.4375,1.5507094860076904
541,validation,103,98.4375,1.538755178451538
542,validation,104,98.4375,1.526732087135315
543,validation,105,96.875,1.550354242324829
544,validation,106,100.0,1.5325994491577148
545,validation,107,98.4375,1.5412076711654663
546,validation,108,98.4375,1.5628811120986938
547,validation,109,95.3125,1.5649163722991943
548,validation,110,98.4375,1.5379996299743652
549,validation,111,100.0,1.5158162117004395
550,validation,112,100.0,1.529623031616211
551,validation,113,100.0,1.5371530055999756
552,validation,114,98.4375,1.5419323444366455
553,validation,115,98.4375,1.5551114082336426
554,validation,116,98.4375,1.5270863771438599
555,validation,117,98.4375,1.5503991842269897
556,validation,118,98.4375,1.5675816535949707
557,validation,119,100.0,1.5265222787857056
558,validation,120,98.4375,1.5323147773742676
559,validation,121,95.3125,1.5412863492965698
560,validation,122,98.4375,1.554954171180725
561,validation,123,98.4375,1.546129822731018
562,validation,124,98.4375,1.548769235610962
563,validation,125,100.0,1.551529884338379
564,validation,126,96.875,1.5522387027740479
565,validation,127,98.4375,1.5438984632492065
566,validation,128,96.875,1.5529780387878418
567,validation,129,98.4375,1.5390746593475342
568,validation,130,98.4375,1.531387209892273
569,validation,131,96.875,1.5367835760116577
570,validation,132,98.4375,1.5448461771011353
571,validation,133,100.0,1.5484060049057007
572,validation,134,96.875,1.5653808116912842
573,validation,135,98.4375,1.53231942653656
574,validation,136,96.875,1.5453031063079834
575,validation,137,98.4375,1.5491644144058228
576,validation,138,96.875,1.546095371246338
577,validation,139,96.875,1.5337586402893066
578,validation,140,96.875,1.5548295974731445
579,validation,141,93.75,1.5671780109405518
580,validation,142,100.0,1.5446456670761108
581,validation,143,96.875,1.5588675737380981
582,validation,144,98.4375,1.5427031517028809
583,validation,145,98.4375,1.5599141120910645
584,validation,146,100.0,1.5382530689239502
585,validation,147,98.4375,1.5246511697769165
586,validation,148,100.0,1.532225489616394
587,validation,149,100.0,1.5232512950897217
588,validation,150,96.875,1.5501958131790161
589,validation,151,100.0,1.5164486169815063
590,validation,152,100.0,1.5301158428192139
591,validation,153,100.0,1.5118317604064941
592,validation,154,100.0,1.5353240966796875
593,validation,155,100.0,1.5157297849655151
594,validation,156,100.0,1.531459927558899
595,validation,157,96.875,1.5436325073242188
596,validation,158,98.4375,1.538016676902771
597,validation,159,96.875,1.5699107646942139
598,validation,160,100.0,1.5212063789367676
599,validation,161,100.0,1.5122298002243042
600,validation,162,100.0,1.5252976417541504
601,validation,163,100.0,1.5381841659545898
602,validation,164,98.4375,1.5361720323562622
603,validation,165,100.0,1.5251706838607788
604,validation,166,100.0,1.528436303138733
605,validation,167,96.875,1.5569645166397095
606,validation,168,98.4375,1.5420656204223633
607,validation,169,100.0,1.5154401063919067
608,validation,170,98.4375,1.5359585285186768
609,validation,171,96.875,1.5288975238800049
610,validation,172,98.4375,1.5436488389968872
611,validation,173,98.4375,1.5503575801849365
612,validation,174,100.0,1.5472290515899658
613,validation,175,100.0,1.518001675605774
614,validation,176,96.875,1.5460593700408936
615,validation,177,100.0,1.5402718782424927
616,validation,178,98.4375,1.5270811319351196
617,validation,179,100.0,1.5209968090057373
618,validation,180,98.4375,1.5371594429016113
619,validation,181,98.4375,1.5213149785995483
620,validation,182,96.875,1.5585190057754517
621,validation,183,100.0,1.531114935874939
622,validation,184,98.4375,1.5209678411483765
623,validation,185,100.0,1.53227961063385
624,validation,186,100.0,1.5115604400634766
625,validation,187,95.83333333333334,1.5806704759597778
626,train,438,100.0,1.5423252582550049
627,train,439,98.4375,1.5429304838180542
628,train,440,98.4375,1.5414152145385742
629,train,441,96.875,1.5304546356201172
630,train,442,98.4375,1.5323333740234375
631,train,443,100.0,1.5530060529708862
632,train,444,100.0,1.522908091545105
633,train,445,98.4375,1.5604835748672485
634,train,446,100.0,1.536027431488037
635,train,447,98.4375,1.5425812005996704
636,train,448,100.0,1.5317970514297485
637,train,449,100.0,1.541144609451294
638,train,450,100.0,1.538727045059204
639,train,451,100.0,1.5313448905944824
640,train,452,98.4375,1.5644348859786987
641,train,453,98.4375,1.5479010343551636
642,train,454,95.3125,1.580524206161499
643,train,455,100.0,1.5324772596359253
644,train,456,98.4375,1.5649991035461426
645,train,457,98.4375,1.5505295991897583
646,train,458,98.4375,1.549739122390747
647,train,459,98.4375,1.5486550331115723
648,train,460,100.0,1.5129876136779785
649,train,461,98.4375,1.555198073387146
650,train,462,100.0,1.537245750427246
651,train,463,96.875,1.5560619831085205
652,train,464,96.875,1.5420552492141724
653,train,465,98.4375,1.5247468948364258
654,train,466,98.4375,1.550498127937317
655,train,467,100.0,1.5200438499450684
656,train,468,93.75,1.5595052242279053
657,train,469,100.0,1.5187519788742065
658,train,470,100.0,1.5212570428848267
659,train,471,100.0,1.5147387981414795
660,train,472,95.3125,1.5654280185699463
661,train,473,100.0,1.5109351873397827
662,train,474,100.0,1.5399311780929565
663,train,475,98.4375,1.544236660003662
664,train,476,100.0,1.5453627109527588
665,train,477,98.4375,1.5429344177246094
666,train,478,98.4375,1.5250319242477417
667,train,479,100.0,1.520722508430481
668,train,480,98.4375,1.5234520435333252
669,train,481,98.4375,1.5487149953842163
670,train,482,98.4375,1.5506995916366577
671,train,483,98.4375,1.5385758876800537
672,train,484,100.0,1.538874626159668
673,train,485,100.0,1.5305060148239136
674,train,486,100.0,1.5347025394439697
675,train,487,100.0,1.5019856691360474
676,train,488,98.4375,1.522361397743225
677,train,489,100.0,1.5225958824157715
678,train,490,98.4375,1.5056172609329224
679,train,491,96.875,1.5458564758300781
680,train,492,96.875,1.528691053390503
681,train,493,98.4375,1.522707462310791
682,train,494,100.0,1.493509292602539
683,train,495,96.875,1.5382120609283447
684,train,496,98.4375,1.5321608781814575
685,train,497,98.4375,1.5291593074798584
686,train,498,98.4375,1.5422731637954712
687,train,499,100.0,1.5208590030670166
688,train,500,100.0,1.5318527221679688
689,train,501,100.0,1.5206942558288574
690,train,502,100.0,1.5245189666748047
691,train,503,95.3125,1.5458983182907104
692,train,504,98.4375,1.542706847190857
693,train,505,100.0,1.511736512184143
694,train,506,98.4375,1.5356849431991577
695,train,507,98.4375,1.5339101552963257
696,train,508,100.0,1.541208028793335
697,train,509,95.3125,1.5569391250610352
698,train,510,100.0,1.5178247690200806
699,train,511,100.0,1.513238549232483
700,train,512,96.875,1.5244075059890747
701,train,513,100.0,1.5208019018173218
702,train,514,100.0,1.5083847045898438
703,train,515,100.0,1.501061201095581
704,train,516,98.4375,1.5094490051269531
705,train,517,98.4375,1.5224225521087646
706,train,518,98.4375,1.532610297203064
707,train,519,98.4375,1.5171457529067993
708,train,520,96.875,1.5519657135009766
709,train,521,100.0,1.5036780834197998
710,train,522,98.4375,1.5128028392791748
711,train,523,100.0,1.5166901350021362
712,train,524,98.4375,1.5227940082550049
713,train,525,100.0,1.5092819929122925
714,train,526,95.3125,1.5486615896224976
715,train,527,100.0,1.5190558433532715
716,train,528,96.875,1.532125473022461
