,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,audio-mnist,cnn,N/A,N/A,96.06,3.9399999999999977,0.0,25404
1,audio-mnist,cnn,N/A,gaussian_noise,10.0,90.0,0.005,25404
2,audio-mnist,cnn,Tent Adaptation,gaussian_noise,65.71000000000001,34.28999999999999,0.005,25404
3,audio-mnist,cnn,Norm Adaptation,gaussian_noise,65.71000000000001,34.28999999999999,0.005,25404
