,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,audio-mnist,restnet50,normalized,N/A,98.36,1.6400000000000006,0.0,25567042
1,audio-mnist,restnet50,normalized,gaussian_noise,60.49,39.51,0.0025,25567042
2,audio-mnist,restnet50,Tent Adaptation + normalized,gaussian_noise,93.45,6.549999999999997,0.0025,25567042
3,audio-mnist,restnet50,Norm Adaptation + normalized,gaussian_noise,91.16,8.840000000000003,0.0025,25567042
