,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,audio-mnist,RestNet_base,N/A,N/A,96.34,3.6599999999999966,0.0,737005
1,audio-mnist,RestNet_base,N/A,gaussian_noise,48.46,51.54,0.0025,737005
2,audio-mnist,RestNet_base,"TTT, ts, bn, online",gaussian_noise,71.48,28.519999999999996,0.0025,737005
