,dataset,type,step,accuracy,loss
490,audio-mnist,cls,245,99.21875,0.015190435573458672
491,audio-mnist,ssh,245,100.0,0.0008893546764738858
492,audio-mnist,cls,246,100.0,0.008177287876605988
493,audio-mnist,ssh,246,100.0,0.0014378256164491177
494,audio-mnist,cls,247,98.4375,0.03962597995996475
495,audio-mnist,ssh,247,100.0,0.0002367892157053575
496,audio-mnist,cls,248,100.0,0.01667949929833412
497,audio-mnist,ssh,248,100.0,0.0001372499536955729
498,audio-mnist,cls,249,100.0,0.006836829707026482
499,audio-mnist,ssh,249,100.0,0.00015225665993057191
500,audio-mnist,cls,250,99.21875,0.025455450639128685
501,audio-mnist,ssh,250,100.0,0.0001622505224077031
502,audio-mnist,cls,251,100.0,0.00709897093474865
503,audio-mnist,ssh,251,100.0,0.00020046153804287314
504,audio-mnist,cls,252,99.21875,0.018377937376499176
505,audio-mnist,ssh,252,100.0,0.00045927485916763544
506,audio-mnist,cls,253,100.0,0.006607788149267435
507,audio-mnist,ssh,253,100.0,0.0002718950272537768
508,audio-mnist,cls,254,100.0,0.006441129837185144
509,audio-mnist,ssh,254,100.0,0.0001708161289570853
510,audio-mnist,cls,255,100.0,0.016245083883404732
511,audio-mnist,ssh,255,100.0,0.0001403386559104547
512,audio-mnist,cls,256,100.0,0.007342657074332237
513,audio-mnist,ssh,256,100.0,0.0004206793673802167
514,audio-mnist,cls,257,98.4375,0.05692295730113983
515,audio-mnist,ssh,257,100.0,0.0004429831460583955
516,audio-mnist,cls,258,99.21875,0.022490032017230988
517,audio-mnist,ssh,258,100.0,0.00015160258044488728
518,audio-mnist,cls,259,100.0,0.013507116585969925
519,audio-mnist,ssh,259,100.0,0.00033211836125701666
520,audio-mnist,cls,260,100.0,0.007078505586832762
521,audio-mnist,ssh,260,100.0,0.0002084102452499792
522,audio-mnist,cls,261,100.0,0.018763720989227295
523,audio-mnist,ssh,261,100.0,0.0004239885602146387
524,audio-mnist,cls,262,100.0,0.009776892140507698
525,audio-mnist,ssh,262,100.0,0.00013715989189222455
526,audio-mnist,cls,263,100.0,0.007396015338599682
527,audio-mnist,ssh,263,100.0,0.0006505542551167309
528,audio-mnist,cls,264,100.0,0.007187350653111935
529,audio-mnist,ssh,264,100.0,0.0005729658296331763
530,audio-mnist,cls,265,100.0,0.008893884718418121
531,audio-mnist,ssh,265,100.0,0.001542657264508307
532,audio-mnist,cls,266,100.0,0.0043968213722109795
533,audio-mnist,ssh,266,100.0,0.00029819924384355545
534,audio-mnist,cls,267,100.0,0.005149328149855137
535,audio-mnist,ssh,267,100.0,0.00025971513241529465
536,audio-mnist,cls,268,99.21875,0.01562303677201271
537,audio-mnist,ssh,268,100.0,0.0001746506168274209
538,audio-mnist,cls,269,100.0,0.002732251537963748
539,audio-mnist,ssh,269,100.0,0.000120993034215644
540,audio-mnist,cls,270,100.0,0.010483337566256523
541,audio-mnist,ssh,270,100.0,0.000211699225474149
542,audio-mnist,cls,271,100.0,0.007080174516886473
543,audio-mnist,ssh,271,100.0,0.0012844920856878161
544,audio-mnist,cls,272,99.21875,0.05234406143426895
545,audio-mnist,ssh,272,100.0,0.0007004605140537024
546,audio-mnist,cls,273,100.0,0.004011720418930054
547,audio-mnist,ssh,273,100.0,8.120149868773296e-05
548,audio-mnist,cls,274,99.21875,0.0257564689964056
549,audio-mnist,ssh,274,100.0,0.0004758559225592762
550,audio-mnist,cls,275,100.0,0.011347480118274689
551,audio-mnist,ssh,275,100.0,0.00016609983867965639
552,audio-mnist,cls,276,99.21875,0.016349928453564644
553,audio-mnist,ssh,276,100.0,0.00016202422557398677
554,audio-mnist,cls,277,100.0,0.006147792562842369
555,audio-mnist,ssh,277,100.0,0.000225719457375817
556,audio-mnist,cls,278,99.21875,0.03586355224251747
557,audio-mnist,ssh,278,100.0,0.00011517553502926603
558,audio-mnist,cls,279,99.21875,0.02406223677098751
559,audio-mnist,ssh,279,100.0,0.00013046713138464838
560,audio-mnist,cls,280,99.21875,0.02270093746483326
561,audio-mnist,ssh,280,100.0,0.00012958173465449363
562,audio-mnist,cls,281,100.0,0.006727053318172693
563,audio-mnist,ssh,281,100.0,0.0001725151523714885
564,audio-mnist,cls,282,99.21875,0.020502232015132904
565,audio-mnist,ssh,282,100.0,0.00014254263078328222
566,audio-mnist,cls,283,100.0,0.006034704390913248
567,audio-mnist,ssh,283,100.0,0.00019452920241747051
568,audio-mnist,cls,284,100.0,0.009952379390597343
569,audio-mnist,ssh,284,100.0,0.00018992488912772387
570,audio-mnist,cls,285,100.0,0.007728480733931065
571,audio-mnist,ssh,285,100.0,0.00019680116383824497
572,audio-mnist,cls,286,100.0,0.009157724678516388
573,audio-mnist,ssh,286,100.0,0.00013909790141042322
574,audio-mnist,cls,287,100.0,0.006609964184463024
575,audio-mnist,ssh,287,100.0,0.00023966516891960055
576,audio-mnist,cls,288,100.0,0.005709477234631777
577,audio-mnist,ssh,288,100.0,0.00016986634000204504
578,audio-mnist,cls,289,99.21875,0.02075972966849804
579,audio-mnist,ssh,289,100.0,0.00014584799646399915
580,audio-mnist,cls,290,100.0,0.0048432741314172745
581,audio-mnist,ssh,290,100.0,0.00015645049279555678
582,audio-mnist,cls,291,100.0,0.01005675457417965
583,audio-mnist,ssh,291,100.0,0.0001335552369710058
584,audio-mnist,cls,292,100.0,0.011581579223275185
585,audio-mnist,ssh,292,100.0,0.00028061302145943046
586,audio-mnist,cls,293,100.0,0.00870011281222105
587,audio-mnist,ssh,293,100.0,0.0010617788648232818
588,audio-mnist,cls,294,99.21875,0.024768343195319176
589,audio-mnist,ssh,294,100.0,0.00020445474365260452
590,audio-mnist,cls,295,100.0,0.026871494948863983
591,audio-mnist,ssh,295,100.0,0.00020044918346684426
592,audio-mnist,cls,296,100.0,0.018039904534816742
593,audio-mnist,ssh,296,100.0,0.0002776884939521551
594,audio-mnist,cls,297,99.21875,0.020184336230158806
595,audio-mnist,ssh,297,100.0,0.00015587176312692463
596,audio-mnist,cls,298,99.21875,0.016588399186730385
597,audio-mnist,ssh,298,100.0,0.0001016735695884563
598,audio-mnist,cls,299,100.0,0.005977901630103588
599,audio-mnist,ssh,299,100.0,0.00025798927526921034
600,audio-mnist,cls,300,100.0,0.009974864311516285
601,audio-mnist,ssh,300,100.0,0.00028144774842076004
602,audio-mnist,cls,301,100.0,0.017064163461327553
603,audio-mnist,ssh,301,100.0,0.0001766117784427479
604,audio-mnist,cls,302,100.0,0.007718941662460566
605,audio-mnist,ssh,302,100.0,0.00022416538558900356
606,audio-mnist,cls,303,100.0,0.007837138138711452
607,audio-mnist,ssh,303,100.0,0.00037473614793270826
608,audio-mnist,cls,304,100.0,0.0033156918361783028
609,audio-mnist,ssh,304,100.0,9.95583031908609e-05
610,audio-mnist,cls,305,100.0,0.01736532896757126
611,audio-mnist,ssh,305,100.0,0.00011095753870904446
612,audio-mnist,cls,306,100.0,0.005158298183232546
613,audio-mnist,ssh,306,100.0,0.0002480795665178448
614,audio-mnist,cls,307,100.0,0.010268067941069603
615,audio-mnist,ssh,307,100.0,7.159007509471849e-05
616,audio-mnist,cls,308,99.21875,0.021886056289076805
617,audio-mnist,ssh,308,100.0,0.0012685413239523768
618,audio-mnist,cls,309,100.0,0.004741397686302662
619,audio-mnist,ssh,309,100.0,0.000252638419624418
620,audio-mnist,cls,310,99.21875,0.023531928658485413
621,audio-mnist,ssh,310,100.0,0.00015732030442450196
622,audio-mnist,cls,311,100.0,0.007059119176119566
623,audio-mnist,ssh,311,100.0,0.0015807371819391847
624,audio-mnist,cls,312,100.0,0.009904874488711357
625,audio-mnist,ssh,312,100.0,0.000995211536064744
626,audio-mnist,cls,313,100.0,0.004001572262495756
627,audio-mnist,ssh,313,100.0,3.308139639557339e-05
628,audio-mnist,cls,314,99.21875,0.015339093282818794
629,audio-mnist,ssh,314,100.0,0.00016322203737217933
630,audio-mnist,cls,315,99.21875,0.015067275613546371
631,audio-mnist,ssh,315,100.0,0.00035587220918387175
632,audio-mnist,cls,316,100.0,0.003360744332894683
633,audio-mnist,ssh,316,100.0,0.0009086776990443468
634,audio-mnist,cls,317,100.0,0.005112382583320141
635,audio-mnist,ssh,317,100.0,7.842449122108519e-05
636,audio-mnist,cls,318,100.0,0.006472331937402487
637,audio-mnist,ssh,318,100.0,0.0001042357471305877
638,audio-mnist,cls,319,100.0,0.004476822912693024
639,audio-mnist,ssh,319,100.0,0.00018387851014267653
640,audio-mnist,cls,320,99.21875,0.047336921095848083
641,audio-mnist,ssh,320,99.4140625,0.006856487598270178
642,audio-mnist,cls,321,99.21875,0.058905281126499176
643,audio-mnist,ssh,321,100.0,0.00017794946325011551
644,audio-mnist,cls,322,100.0,0.007578450720757246
645,audio-mnist,ssh,322,100.0,0.00011537355749169365
646,audio-mnist,cls,323,99.21875,0.016529599204659462
647,audio-mnist,ssh,323,100.0,0.00022362224990502
648,audio-mnist,cls,324,99.21875,0.015441438183188438
649,audio-mnist,ssh,324,100.0,0.00025454419665038586
650,audio-mnist,cls,325,100.0,0.007235716097056866
651,audio-mnist,ssh,325,100.0,0.00033052609069272876
652,audio-mnist,cls,326,99.21875,0.01573963090777397
653,audio-mnist,ssh,326,100.0,0.00044192414497956634
654,audio-mnist,cls,327,100.0,0.004088647663593292
655,audio-mnist,ssh,327,100.0,0.0003627949918154627
656,audio-mnist,cls,328,100.0,0.00491637596860528
657,audio-mnist,ssh,328,100.0,0.0006811909261159599
658,audio-mnist,cls,329,100.0,0.004288755357265472
659,audio-mnist,ssh,329,100.0,0.00045386506826616824
660,audio-mnist,cls,330,100.0,0.005551442503929138
661,audio-mnist,ssh,330,100.0,0.00015697054914198816
662,audio-mnist,cls,331,100.0,0.002609465504065156
663,audio-mnist,ssh,331,100.0,0.00014232037938199937
664,audio-mnist,cls,332,100.0,0.010835018940269947
665,audio-mnist,ssh,332,100.0,0.00015264276589732617
666,audio-mnist,cls,333,100.0,0.005334549583494663
667,audio-mnist,ssh,333,100.0,0.00018680907669477165
668,audio-mnist,cls,334,99.21875,0.01390193309634924
669,audio-mnist,ssh,334,100.0,0.0007133399485610425
670,audio-mnist,cls,335,100.0,0.004828916862607002
671,audio-mnist,ssh,335,100.0,0.00014374921738635749
672,audio-mnist,cls,336,99.21875,0.010507695376873016
673,audio-mnist,ssh,336,100.0,0.0004290778888389468
674,audio-mnist,cls,337,100.0,0.008558602072298527
675,audio-mnist,ssh,337,100.0,0.0001546119892736897
676,audio-mnist,cls,338,100.0,0.0071312133222818375
677,audio-mnist,ssh,338,100.0,0.00030725766555406153
678,audio-mnist,cls,339,100.0,0.0036098770797252655
679,audio-mnist,ssh,339,100.0,0.00019816425628960133
680,audio-mnist,cls,340,100.0,0.004097858443856239
681,audio-mnist,ssh,340,100.0,0.00014813040615990758
682,audio-mnist,cls,341,98.4375,0.013948350213468075
683,audio-mnist,ssh,341,100.0,0.0001827645901357755
684,audio-mnist,cls,342,100.0,0.005963112693279982
685,audio-mnist,ssh,342,100.0,0.00025607034331187606
686,audio-mnist,cls,343,100.0,0.005425566807389259
687,audio-mnist,ssh,343,100.0,0.0002646105131134391
688,audio-mnist,cls,344,100.0,0.00902794860303402
689,audio-mnist,ssh,344,100.0,0.0003519342571962625
690,audio-mnist,cls,345,100.0,0.0031909060198813677
691,audio-mnist,ssh,345,100.0,0.001080058515071869
692,audio-mnist,cls,346,100.0,0.007265499792993069
693,audio-mnist,ssh,346,100.0,0.00014968650066293776
694,audio-mnist,cls,347,100.0,0.011667261831462383
695,audio-mnist,ssh,347,100.0,0.00032418110640719533
696,audio-mnist,cls,348,100.0,0.003387012518942356
697,audio-mnist,ssh,348,100.0,0.00019047557725571096
698,audio-mnist,cls,349,100.0,0.0014718383317813277
699,audio-mnist,ssh,349,100.0,8.297454041894525e-05
700,audio-mnist,cls,350,99.21875,0.009832896292209625
701,audio-mnist,ssh,350,100.0,0.00016615178901702166
702,audio-mnist,cls,351,100.0,0.007472796365618706
703,audio-mnist,ssh,351,100.0,0.0004847163800150156
704,audio-mnist,cls,352,99.21875,0.01548529602587223
705,audio-mnist,ssh,352,100.0,0.0008644887711852789
706,audio-mnist,cls,353,100.0,0.013249198906123638
707,audio-mnist,ssh,353,100.0,0.00018653273582458496
708,audio-mnist,cls,354,100.0,0.00194006587844342
709,audio-mnist,ssh,354,100.0,8.786706894170493e-05
710,audio-mnist,cls,355,100.0,0.006422790698707104
711,audio-mnist,ssh,355,100.0,0.0006175752496346831
712,audio-mnist,cls,356,99.21875,0.020423416048288345
713,audio-mnist,ssh,356,100.0,0.00020492341718636453
714,audio-mnist,cls,357,100.0,0.01287783868610859
715,audio-mnist,ssh,357,100.0,0.0004224108415655792
716,audio-mnist,cls,358,100.0,0.010660842061042786
717,audio-mnist,ssh,358,100.0,0.0003462299064267427
718,audio-mnist,cls,359,100.0,0.003387605072930455
719,audio-mnist,ssh,359,100.0,0.0001476080942666158
720,audio-mnist,cls,360,100.0,0.005099796690046787
721,audio-mnist,ssh,360,100.0,0.00017285883950535208
722,audio-mnist,cls,361,100.0,0.008791306987404823
723,audio-mnist,ssh,361,100.0,0.0001287135819438845
724,audio-mnist,cls,362,99.21875,0.02060065232217312
725,audio-mnist,ssh,362,100.0,0.00011361124779796228
726,audio-mnist,cls,363,100.0,0.007567196153104305
727,audio-mnist,ssh,363,100.0,0.00014809459389653057
728,audio-mnist,cls,364,100.0,0.0026909492444247007
729,audio-mnist,ssh,364,100.0,0.0001171021067420952
730,audio-mnist,cls,365,100.0,0.006638457998633385
731,audio-mnist,ssh,365,100.0,0.00026536008226685226
732,audio-mnist,cls,366,100.0,0.01011792104691267
733,audio-mnist,ssh,366,100.0,0.00016267268802039325
734,audio-mnist,cls,367,100.0,0.006188473664224148
735,audio-mnist,ssh,367,100.0,0.0001478486810810864
736,audio-mnist,cls,368,100.0,0.004595998674631119
737,audio-mnist,ssh,368,100.0,0.00037269419408403337
738,audio-mnist,cls,369,100.0,0.005331187974661589
739,audio-mnist,ssh,369,100.0,0.00018695832113735378
740,audio-mnist,cls,370,98.4375,0.04400741308927536
741,audio-mnist,ssh,370,100.0,0.00023544515715911984
742,audio-mnist,cls,371,100.0,0.009413781575858593
743,audio-mnist,ssh,371,100.0,6.718972144881263e-05
744,audio-mnist,cls,372,100.0,0.004142783582210541
745,audio-mnist,ssh,372,100.0,0.00015442329458892345
746,audio-mnist,cls,373,100.0,0.007585633546113968
747,audio-mnist,ssh,373,100.0,0.00014838884817436337
748,audio-mnist,cls,374,99.21875,0.018115155398845673
749,audio-mnist,ssh,374,100.0,0.00013434718130156398
750,audio-mnist,cls,375,100.0,0.011853720061480999
751,audio-mnist,ssh,375,100.0,0.0023448243737220764
752,audio-mnist,cls,376,100.0,0.014828418381512165
753,audio-mnist,ssh,376,100.0,8.969854388851672e-05
754,audio-mnist,cls,377,100.0,0.007366797421127558
755,audio-mnist,ssh,377,100.0,0.00022028856619726866
756,audio-mnist,cls,378,100.0,0.006445556413382292
757,audio-mnist,ssh,378,100.0,0.0004443239013198763
758,audio-mnist,cls,379,100.0,0.01227300614118576
759,audio-mnist,ssh,379,100.0,0.0002358704514335841
760,audio-mnist,cls,380,100.0,0.006288269534707069
761,audio-mnist,ssh,380,100.0,0.00017146317986771464
762,audio-mnist,cls,381,100.0,0.0046196021139621735
763,audio-mnist,ssh,381,100.0,0.0004301723965909332
764,audio-mnist,cls,382,100.0,0.0034092364367097616
765,audio-mnist,ssh,382,100.0,0.00023702700855210423
766,audio-mnist,cls,383,100.0,0.0116429990157485
767,audio-mnist,ssh,383,100.0,0.000528971548192203
768,audio-mnist,cls,384,100.0,0.005682919640094042
769,audio-mnist,ssh,384,100.0,0.00030193006386980414
770,audio-mnist,cls,385,100.0,0.00701465830206871
771,audio-mnist,ssh,385,100.0,0.0003299445961602032
772,audio-mnist,cls,386,100.0,0.010766369290649891
773,audio-mnist,ssh,386,100.0,0.00017767517419997603
774,audio-mnist,cls,387,99.21875,0.024712717160582542
775,audio-mnist,ssh,387,100.0,0.0005532868672162294
776,audio-mnist,cls,388,100.0,0.016055000945925713
777,audio-mnist,ssh,388,100.0,0.0001814404531614855
778,audio-mnist,cls,389,99.21875,0.013395908288657665
779,audio-mnist,ssh,389,100.0,0.0006788994069211185
780,audio-mnist,cls,390,100.0,0.0026682440657168627
781,audio-mnist,ssh,390,100.0,0.00012362895358819515
782,audio-mnist,cls,391,100.0,0.00206383247859776
783,audio-mnist,ssh,391,100.0,0.00034903959021903574
784,audio-mnist,cls,392,99.21875,0.02593225985765457
785,audio-mnist,ssh,392,100.0,0.00021558260777965188
786,audio-mnist,cls,393,100.0,0.001216530567035079
787,audio-mnist,ssh,393,100.0,0.00011276500299572945
788,audio-mnist,cls,394,100.0,0.010415647178888321
789,audio-mnist,ssh,394,100.0,0.00047693727537989616
790,audio-mnist,cls,395,100.0,0.005713646300137043
791,audio-mnist,ssh,395,100.0,0.0001250009227078408
792,audio-mnist,cls,396,100.0,0.011662083677947521
793,audio-mnist,ssh,396,100.0,0.00022851846006233245
794,audio-mnist,cls,397,100.0,0.004817930515855551
795,audio-mnist,ssh,397,100.0,0.00018334489141125232
796,audio-mnist,cls,398,99.21875,0.013240782544016838
797,audio-mnist,ssh,398,100.0,0.00043450717930682003
798,audio-mnist,cls,399,100.0,0.005601503420621157
799,audio-mnist,ssh,399,100.0,0.00014852761523798108
800,audio-mnist,cls,400,100.0,0.006028683390468359
801,audio-mnist,ssh,400,100.0,0.00029817118775099516
802,audio-mnist,cls,401,100.0,0.007070989813655615
803,audio-mnist,ssh,401,100.0,0.000486011995235458
804,audio-mnist,cls,402,99.21875,0.029625840485095978
805,audio-mnist,ssh,402,100.0,0.0002460126706864685
806,audio-mnist,cls,403,100.0,0.007552944589406252
807,audio-mnist,ssh,403,100.0,0.00013427325757220387
808,audio-mnist,cls,404,100.0,0.007041532546281815
809,audio-mnist,ssh,404,100.0,0.0005555009702220559
810,audio-mnist,cls,405,100.0,0.008099163882434368
811,audio-mnist,ssh,405,100.0,0.00018743137479759753
812,audio-mnist,cls,406,100.0,0.007591052446514368
813,audio-mnist,ssh,406,100.0,0.00014733099669683725
814,audio-mnist,cls,407,100.0,0.0061012920923531055
815,audio-mnist,ssh,407,100.0,0.00017330856644548476
816,audio-mnist,cls,408,100.0,0.009280337952077389
817,audio-mnist,ssh,408,100.0,0.0001845383521867916
818,audio-mnist,cls,409,100.0,0.007763216271996498
819,audio-mnist,ssh,409,100.0,0.00015024117601569742
820,audio-mnist,cls,410,99.21875,0.01419183611869812
821,audio-mnist,ssh,410,100.0,0.0006453537498600781
822,audio-mnist,cls,411,100.0,0.008248621597886086
823,audio-mnist,ssh,411,100.0,0.0004155018541496247
824,audio-mnist,cls,412,100.0,0.0062352754175662994
825,audio-mnist,ssh,412,100.0,0.0001214623698615469
826,audio-mnist,cls,413,100.0,0.0022263729479163885
827,audio-mnist,ssh,413,100.0,0.00012122251064283773
828,audio-mnist,cls,414,100.0,0.00935055036097765
829,audio-mnist,ssh,414,100.0,0.00022476619051303715
830,audio-mnist,cls,415,100.0,0.012652087025344372
831,audio-mnist,ssh,415,100.0,0.0001446833339286968
832,audio-mnist,cls,416,100.0,0.0034085779916495085
833,audio-mnist,ssh,416,100.0,9.082814358407632e-05
834,audio-mnist,cls,417,100.0,0.01273705717176199
835,audio-mnist,ssh,417,100.0,9.44172206800431e-05
836,audio-mnist,cls,418,100.0,0.006997563410550356
837,audio-mnist,ssh,418,100.0,0.0002067920722765848
838,audio-mnist,cls,419,100.0,0.004504494834691286
839,audio-mnist,ssh,419,100.0,0.0005525426240637898
840,audio-mnist,cls,420,100.0,0.005438230466097593
841,audio-mnist,ssh,420,100.0,0.00021863201982341707
842,audio-mnist,cls,421,100.0,0.003820063779130578
843,audio-mnist,ssh,421,100.0,0.000139122101245448
844,audio-mnist,cls,422,98.4375,0.02138812653720379
845,audio-mnist,ssh,422,100.0,0.00031356091494672
846,audio-mnist,cls,423,100.0,0.0021661887876689434
847,audio-mnist,ssh,423,100.0,0.00016614850028418005
848,audio-mnist,cls,424,100.0,0.0053027416579425335
849,audio-mnist,ssh,424,100.0,9.258303180104122e-05
850,audio-mnist,cls,425,100.0,0.009376883506774902
851,audio-mnist,ssh,425,100.0,0.00013641406258102506
852,audio-mnist,cls,426,99.21875,0.016942715272307396
853,audio-mnist,ssh,426,100.0,0.00017867654969450086
854,audio-mnist,cls,427,100.0,0.0036654877476394176
855,audio-mnist,ssh,427,100.0,6.934178236406296e-05
856,audio-mnist,cls,428,99.21875,0.020957443863153458
857,audio-mnist,ssh,428,100.0,0.00010027227835962549
858,audio-mnist,cls,429,100.0,0.004235601983964443
859,audio-mnist,ssh,429,100.0,0.00015642738435417414
860,audio-mnist,cls,430,100.0,0.015527455136179924
861,audio-mnist,ssh,430,100.0,0.00012143053754698485
862,audio-mnist,cls,431,100.0,0.003944019787013531
863,audio-mnist,ssh,431,100.0,9.677146590547636e-05
864,audio-mnist,cls,432,100.0,0.002592948032543063
865,audio-mnist,ssh,432,100.0,0.0001885993406176567
866,audio-mnist,cls,433,100.0,0.005425723269581795
867,audio-mnist,ssh,433,100.0,0.00013621510879602283
868,audio-mnist,cls,434,99.21875,0.03260299935936928
869,audio-mnist,ssh,434,100.0,0.00011925366561627015
870,audio-mnist,cls,435,99.21875,0.012759745121002197
871,audio-mnist,ssh,435,100.0,0.0010816871654242277
872,audio-mnist,cls,436,99.21875,0.02579309605062008
873,audio-mnist,ssh,436,100.0,0.0001088342978619039
874,audio-mnist,cls,437,98.4375,0.030165743082761765
875,audio-mnist,ssh,437,100.0,0.00018160170293413103
876,audio-mnist,cls,438,100.0,0.006480433512479067
877,audio-mnist,ssh,438,100.0,0.00034564579254947603
878,audio-mnist,cls,439,100.0,0.01714221015572548
879,audio-mnist,ssh,439,100.0,0.00015359692042693496
880,audio-mnist,cls,440,100.0,0.010325353592634201
881,audio-mnist,ssh,440,100.0,0.00012422956933733076
882,audio-mnist,cls,441,100.0,0.009011800400912762
883,audio-mnist,ssh,441,100.0,0.00011985343735432252
884,audio-mnist,cls,442,98.4375,0.06115499883890152
885,audio-mnist,ssh,442,100.0,0.00022827651991974562
886,audio-mnist,cls,443,100.0,0.007539317011833191
887,audio-mnist,ssh,443,100.0,0.00018393989012110978
888,audio-mnist,cls,444,100.0,0.0030449579935520887
889,audio-mnist,ssh,444,100.0,0.00011533462384250015
890,audio-mnist,cls,445,100.0,0.014674660749733448
891,audio-mnist,ssh,445,100.0,0.0003118908207397908
892,audio-mnist,cls,446,100.0,0.0044795735739171505
893,audio-mnist,ssh,446,100.0,0.001992158591747284
894,audio-mnist,cls,447,99.21875,0.021305257454514503
895,audio-mnist,ssh,447,100.0,0.00011343264486640692
896,audio-mnist,cls,448,99.21875,0.030387032777071
897,audio-mnist,ssh,448,100.0,0.0002776987093966454
898,audio-mnist,cls,449,100.0,0.003903577569872141
899,audio-mnist,ssh,449,100.0,0.00012492173118516803
900,audio-mnist,cls,450,100.0,0.01355812605470419
901,audio-mnist,ssh,450,100.0,0.00029751579859293997
902,audio-mnist,cls,451,99.21875,0.012958263978362083
903,audio-mnist,ssh,451,100.0,0.00021424764418043196
904,audio-mnist,cls,452,100.0,0.0065635996870696545
905,audio-mnist,ssh,452,100.0,0.00022664372227154672
906,audio-mnist,cls,453,99.21875,0.01111765019595623
907,audio-mnist,ssh,453,100.0,0.0002329096314497292
908,audio-mnist,cls,454,99.21875,0.016107769683003426
909,audio-mnist,ssh,454,100.0,0.0001913602027343586
910,audio-mnist,cls,455,100.0,0.0042448085732758045
911,audio-mnist,ssh,455,100.0,0.00011298591562081128
912,audio-mnist,cls,456,99.21875,0.014133581891655922
913,audio-mnist,ssh,456,100.0,0.0001854988222476095
914,audio-mnist,cls,457,100.0,0.01052815094590187
915,audio-mnist,ssh,457,100.0,0.0003380977432243526
916,audio-mnist,cls,458,100.0,0.005075528752058744
917,audio-mnist,ssh,458,100.0,0.0001529942819615826
918,audio-mnist,cls,459,100.0,0.011949778534471989
919,audio-mnist,ssh,459,100.0,0.0002294897276442498
920,audio-mnist,cls,460,100.0,0.004841068759560585
921,audio-mnist,ssh,460,100.0,0.0001099704677471891
922,audio-mnist,cls,461,100.0,0.0019609814044088125
923,audio-mnist,ssh,461,100.0,0.00021994495182298124
924,audio-mnist,cls,462,100.0,0.010219729505479336
925,audio-mnist,ssh,462,100.0,0.00020810519345104694
926,audio-mnist,cls,463,99.21875,0.016903556883335114
927,audio-mnist,ssh,463,100.0,0.0005650925450026989
928,audio-mnist,cls,464,100.0,0.008311135694384575
929,audio-mnist,ssh,464,100.0,0.0002331746945856139
930,audio-mnist,cls,465,100.0,0.0015071799280121922
931,audio-mnist,ssh,465,100.0,0.00023760602925904095
932,audio-mnist,cls,466,100.0,0.0064581092447042465
933,audio-mnist,ssh,466,100.0,0.001150330062955618
934,audio-mnist,cls,467,100.0,0.005829462315887213
935,audio-mnist,ssh,467,100.0,0.0004619669634848833
936,audio-mnist,cls,468,100.0,0.004806088283658028
937,audio-mnist,ssh,468,100.0,0.0001622187701286748
938,audio-mnist,cls,469,100.0,0.004795357584953308
939,audio-mnist,ssh,469,100.0,0.00022108321718405932
940,audio-mnist,cls,470,100.0,0.031012576073408127
941,audio-mnist,ssh,470,100.0,0.00020260531164240092
942,audio-mnist,cls,471,100.0,0.01341567188501358
943,audio-mnist,ssh,471,100.0,0.00014981454296503216
944,audio-mnist,cls,472,99.21875,0.008174167945981026
945,audio-mnist,ssh,472,100.0,0.00021626405941788107
946,audio-mnist,cls,473,100.0,0.004207322373986244
947,audio-mnist,ssh,473,100.0,0.0003802445135079324
948,audio-mnist,cls,474,100.0,0.006443216931074858
949,audio-mnist,ssh,474,100.0,0.00024309603031724691
950,audio-mnist,cls,475,100.0,0.002963056555017829
951,audio-mnist,ssh,475,100.0,0.0003050629748031497
952,audio-mnist,cls,476,99.21875,0.05572345480322838
953,audio-mnist,ssh,476,100.0,0.0004403946513775736
954,audio-mnist,cls,477,100.0,0.006965568754822016
955,audio-mnist,ssh,477,100.0,0.00019719824194908142
956,audio-mnist,cls,478,100.0,0.0039930446073412895
957,audio-mnist,ssh,478,100.0,0.0002735049929469824
958,audio-mnist,cls,479,100.0,0.0061712381429970264
959,audio-mnist,ssh,479,100.0,0.00047291367081925273
960,audio-mnist,cls,480,99.21875,0.02309117279946804
961,audio-mnist,ssh,480,100.0,0.00015332025941461325
962,audio-mnist,cls,481,100.0,0.002613874152302742
963,audio-mnist,ssh,481,100.0,0.00020264022168703377
964,audio-mnist,cls,482,100.0,0.012621484696865082
965,audio-mnist,ssh,482,100.0,0.00016965955728664994
966,audio-mnist,cls,483,100.0,0.0035330294631421566
967,audio-mnist,ssh,483,100.0,0.00022853231348562986
968,audio-mnist,cls,484,100.0,0.0031589772552251816
969,audio-mnist,ssh,484,100.0,0.00022436286963056773
970,audio-mnist,cls,485,100.0,0.005061229225248098
971,audio-mnist,ssh,485,100.0,0.0007454323931597173
972,audio-mnist,cls,486,100.0,0.006170289125293493
973,audio-mnist,ssh,486,100.0,0.00013640815450344235
974,audio-mnist,cls,487,100.0,0.010549294762313366
975,audio-mnist,ssh,487,100.0,0.00026844945386983454
976,audio-mnist,cls,488,99.21875,0.02101845294237137
977,audio-mnist,ssh,488,100.0,0.00010751875379355624
978,audio-mnist,cls,489,100.0,0.004049111157655716
979,audio-mnist,ssh,489,99.4140625,0.0066607347689569
980,audio-mnist,cls,490,100.0,0.0035934606567025185
981,audio-mnist,ssh,490,100.0,0.0010556671768426895
982,audio-mnist,cls,491,100.0,0.011913951486349106
983,audio-mnist,ssh,491,100.0,0.0003956858126912266
984,audio-mnist,cls,492,100.0,0.01054698508232832
985,audio-mnist,ssh,492,100.0,0.0006494351546280086
