,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,speech-commands,restnet50,N/A,N/A,87.56400877834675,12.435991221653254,0.0,25587062
1,speech-commands,restnet50,N/A,doing_the_dishes,67.19824433065106,32.801755669348935,10.0,25587062
2,speech-commands,restnet50,Tent Adaptation + normalized,doing_the_dishes,21.697147037307975,78.30285296269203,10.0,25587062
