,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,speech-commands,restnet50,N/A,N/A,84.18434528163863,15.815654718361372,1.0,25587062
1,speech-commands,restnet50,N/A,pink_noise,57.41038771031456,42.58961228968544,1.0,25587062
2,speech-commands,restnet50,Tent Adaptation + normalized,pink_noise,27.65179224579371,72.34820775420629,1.0,25587062
