,dataset,type,step,accuracy,loss
97,audio-mnist,ssh,48,88.54166666666666,0.24314753711223602
98,audio-mnist,cls,49,86.45833333333334,0.4076029062271118
99,audio-mnist,ssh,49,76.04166666666666,0.4093782901763916
100,audio-mnist,cls,50,92.70833333333334,0.26070794463157654
101,audio-mnist,ssh,50,85.41666666666666,0.3453254699707031
102,audio-mnist,cls,51,91.66666666666666,0.28750136494636536
103,audio-mnist,ssh,51,88.54166666666666,0.24729102849960327
104,audio-mnist,cls,52,87.5,0.3180771768093109
105,audio-mnist,ssh,52,89.58333333333334,0.23186640441417694
106,audio-mnist,cls,53,89.58333333333334,0.2799889147281647
107,audio-mnist,ssh,53,89.58333333333334,0.27109837532043457
108,audio-mnist,cls,54,87.5,0.3521786034107208
109,audio-mnist,ssh,54,76.04166666666666,0.5205709934234619
110,audio-mnist,cls,55,81.25,0.499454140663147
111,audio-mnist,ssh,55,83.33333333333334,0.2650165855884552
112,audio-mnist,cls,56,93.75,0.19842833280563354
113,audio-mnist,ssh,56,86.45833333333334,0.2736295759677887
114,audio-mnist,cls,57,89.58333333333334,0.3005945682525635
115,audio-mnist,ssh,57,85.41666666666666,0.4337425231933594
116,audio-mnist,cls,58,91.66666666666666,0.25925037264823914
117,audio-mnist,ssh,58,81.25,0.3813951313495636
118,audio-mnist,cls,59,93.75,0.1716528683900833
119,audio-mnist,ssh,59,80.20833333333334,0.33999142050743103
120,audio-mnist,cls,60,89.58333333333334,0.3866530954837799
121,audio-mnist,ssh,60,86.45833333333334,0.32149040699005127
122,audio-mnist,cls,61,92.70833333333334,0.21074527502059937
123,audio-mnist,ssh,61,82.29166666666666,0.31938740611076355
124,audio-mnist,cls,62,87.5,0.3085874915122986
125,audio-mnist,ssh,62,76.04166666666666,0.5491136908531189
126,audio-mnist,cls,63,90.625,0.2935149669647217
127,audio-mnist,ssh,63,86.45833333333334,0.3182815611362457
128,audio-mnist,cls,64,90.625,0.2933371961116791
129,audio-mnist,ssh,64,86.45833333333334,0.24946260452270508
130,audio-mnist,cls,65,85.41666666666666,0.44407713413238525
131,audio-mnist,ssh,65,79.16666666666666,0.37263211607933044
132,audio-mnist,cls,66,90.625,0.29507139325141907
133,audio-mnist,ssh,66,81.25,0.3328295946121216
134,audio-mnist,cls,67,92.70833333333334,0.19558578729629517
135,audio-mnist,ssh,67,88.54166666666666,0.2813049852848053
136,audio-mnist,cls,68,89.58333333333334,0.2940295338630676
137,audio-mnist,ssh,68,83.33333333333334,0.361783891916275
138,audio-mnist,cls,69,84.375,0.3949154317378998
139,audio-mnist,ssh,69,82.29166666666666,0.3468616008758545
140,audio-mnist,cls,70,94.79166666666666,0.2513396739959717
141,audio-mnist,ssh,70,82.29166666666666,0.2660631239414215
142,audio-mnist,cls,71,93.75,0.25310447812080383
143,audio-mnist,ssh,71,84.375,0.31213435530662537
144,audio-mnist,cls,72,89.58333333333334,0.3612944185733795
145,audio-mnist,ssh,72,81.25,0.41720712184906006
146,audio-mnist,cls,73,92.70833333333334,0.2628909647464752
147,audio-mnist,ssh,73,81.25,0.33837631344795227
148,audio-mnist,cls,74,96.875,0.18014036118984222
149,audio-mnist,ssh,74,86.45833333333334,0.29242631793022156
150,audio-mnist,cls,75,94.79166666666666,0.19302886724472046
151,audio-mnist,ssh,75,83.33333333333334,0.31375983357429504
152,audio-mnist,cls,76,87.5,0.29286524653434753
153,audio-mnist,ssh,76,85.41666666666666,0.30935797095298767
154,audio-mnist,cls,77,95.83333333333334,0.14497660100460052
155,audio-mnist,ssh,77,80.20833333333334,0.2705698013305664
156,audio-mnist,cls,78,88.54166666666666,0.24964314699172974
157,audio-mnist,ssh,78,81.25,0.32887277007102966
158,audio-mnist,cls,79,89.58333333333334,0.3204088807106018
159,audio-mnist,ssh,79,84.375,0.2988303303718567
160,audio-mnist,cls,80,95.83333333333334,0.20256567001342773
161,audio-mnist,ssh,80,85.41666666666666,0.2841009497642517
162,audio-mnist,cls,81,95.83333333333334,0.18340063095092773
163,audio-mnist,ssh,81,81.25,0.39205029606819153
164,audio-mnist,cls,82,93.75,0.1830291599035263
165,audio-mnist,ssh,82,82.29166666666666,0.29731693863868713
166,audio-mnist,cls,83,94.79166666666666,0.19872677326202393
167,audio-mnist,ssh,83,86.45833333333334,0.2886444628238678
168,audio-mnist,cls,84,94.79166666666666,0.2016889452934265
169,audio-mnist,ssh,84,80.20833333333334,0.3911876380443573
170,audio-mnist,cls,85,91.66666666666666,0.21020346879959106
171,audio-mnist,ssh,85,80.20833333333334,0.4116300046443939
172,audio-mnist,cls,86,93.75,0.19076849520206451
173,audio-mnist,ssh,86,89.58333333333334,0.22838588058948517
174,audio-mnist,cls,87,94.79166666666666,0.2357202172279358
175,audio-mnist,ssh,87,73.95833333333334,0.379293829202652
176,audio-mnist,cls,88,95.83333333333334,0.10891005396842957
177,audio-mnist,ssh,88,79.16666666666666,0.38321027159690857
178,audio-mnist,cls,89,95.83333333333334,0.14512954652309418
179,audio-mnist,ssh,89,79.16666666666666,0.3505256175994873
180,audio-mnist,cls,90,96.875,0.10798458009958267
181,audio-mnist,ssh,90,82.29166666666666,0.3134830892086029
182,audio-mnist,cls,91,95.83333333333334,0.16778112947940826
183,audio-mnist,ssh,91,86.45833333333334,0.33535587787628174
184,audio-mnist,cls,92,94.79166666666666,0.17774170637130737
185,audio-mnist,ssh,92,82.29166666666666,0.4096764624118805
186,audio-mnist,cls,93,95.83333333333334,0.13610142469406128
187,audio-mnist,ssh,93,81.25,0.4443141520023346
188,audio-mnist,cls,94,92.70833333333334,0.2358826845884323
189,audio-mnist,ssh,94,86.45833333333334,0.2704527974128723
190,audio-mnist,cls,95,95.83333333333334,0.12659840285778046
191,audio-mnist,ssh,95,82.29166666666666,0.4870253801345825
192,audio-mnist,cls,96,96.875,0.14595378935337067
193,audio-mnist,ssh,96,80.20833333333334,0.5273905992507935
194,audio-mnist,cls,97,93.75,0.16450949013233185
195,audio-mnist,ssh,97,86.45833333333334,0.30700841546058655
196,audio-mnist,cls,98,95.83333333333334,0.11975734680891037
197,audio-mnist,ssh,98,82.29166666666666,0.38064146041870117
198,audio-mnist,cls,99,95.83333333333334,0.14925862848758698
199,audio-mnist,ssh,99,83.33333333333334,0.2948237955570221
200,audio-mnist,cls,100,98.95833333333334,0.06083729490637779
201,audio-mnist,ssh,100,84.375,0.4358827769756317
202,audio-mnist,cls,101,94.79166666666666,0.15156438946723938
203,audio-mnist,ssh,101,81.25,0.48367545008659363
204,audio-mnist,cls,102,96.875,0.0819627121090889
205,audio-mnist,ssh,102,82.29166666666666,0.42432138323783875
206,audio-mnist,cls,103,98.95833333333334,0.07310479134321213
207,audio-mnist,ssh,103,81.25,0.27605491876602173
208,audio-mnist,cls,104,92.70833333333334,0.1909799426794052
209,audio-mnist,ssh,104,90.625,0.20418711006641388
210,audio-mnist,cls,105,93.75,0.20755618810653687
211,audio-mnist,ssh,105,83.33333333333334,0.41596317291259766
212,audio-mnist,cls,106,100.0,0.060523975640535355
213,audio-mnist,ssh,106,81.25,0.35147392749786377
214,audio-mnist,cls,107,96.875,0.10081131011247635
215,audio-mnist,ssh,107,85.41666666666666,0.3137308657169342
216,audio-mnist,cls,108,98.95833333333334,0.056336551904678345
217,audio-mnist,ssh,108,86.45833333333334,0.22359205782413483
218,audio-mnist,cls,109,97.91666666666666,0.11395728588104248
219,audio-mnist,ssh,109,81.25,0.35240438580513
220,audio-mnist,cls,110,95.83333333333334,0.11993938684463501
221,audio-mnist,ssh,110,84.375,0.32445964217185974
222,audio-mnist,cls,111,100.0,0.04843074455857277
223,audio-mnist,ssh,111,84.375,0.32148346304893494
224,audio-mnist,cls,112,97.91666666666666,0.10107344388961792
225,audio-mnist,ssh,112,84.375,0.25607141852378845
226,audio-mnist,cls,113,95.83333333333334,0.08526293188333511
227,audio-mnist,ssh,113,83.33333333333334,0.3285623788833618
228,audio-mnist,cls,114,94.79166666666666,0.13485665619373322
229,audio-mnist,ssh,114,87.5,0.26857706904411316
230,audio-mnist,cls,115,100.0,0.04583645239472389
231,audio-mnist,ssh,115,83.33333333333334,0.35420289635658264
232,audio-mnist,cls,116,100.0,0.04060371592640877
233,audio-mnist,ssh,116,82.29166666666666,0.28947073221206665
234,audio-mnist,cls,117,100.0,0.03390875086188316
235,audio-mnist,ssh,117,85.41666666666666,0.2580702006816864
236,audio-mnist,cls,118,95.83333333333334,0.12441464513540268
237,audio-mnist,ssh,118,83.33333333333334,0.28614458441734314
238,audio-mnist,cls,119,97.91666666666666,0.09769889712333679
239,audio-mnist,ssh,119,86.45833333333334,0.2736738622188568
240,audio-mnist,cls,120,97.91666666666666,0.06278251856565475
241,audio-mnist,ssh,120,84.375,0.3021449148654938
242,audio-mnist,cls,121,97.91666666666666,0.06125238165259361
243,audio-mnist,ssh,121,87.5,0.2677507698535919
244,audio-mnist,cls,122,97.91666666666666,0.06619571894407272
245,audio-mnist,ssh,122,85.41666666666666,0.2799709737300873
246,audio-mnist,cls,123,95.83333333333334,0.11227376013994217
247,audio-mnist,ssh,123,77.08333333333334,0.3991093635559082
248,audio-mnist,cls,124,98.95833333333334,0.05833613872528076
249,audio-mnist,ssh,124,84.375,0.286955863237381
250,audio-mnist,cls,125,98.95833333333334,0.045271843671798706
251,audio-mnist,ssh,125,84.375,0.26071929931640625
252,audio-mnist,cls,126,97.91666666666666,0.05006199702620506
253,audio-mnist,ssh,126,84.375,0.2709719240665436
254,audio-mnist,cls,127,98.95833333333334,0.06795983016490936
255,audio-mnist,ssh,127,83.33333333333334,0.28890785574913025
256,audio-mnist,cls,128,98.95833333333334,0.0392904058098793
257,audio-mnist,ssh,128,81.25,0.3053765594959259
258,audio-mnist,cls,129,98.95833333333334,0.04575945809483528
259,audio-mnist,ssh,129,84.375,0.2761474847793579
260,audio-mnist,cls,130,97.91666666666666,0.06823055446147919
261,audio-mnist,ssh,130,81.25,0.2765769362449646
262,audio-mnist,cls,131,100.0,0.036476533859968185
263,audio-mnist,ssh,131,83.33333333333334,0.2506727874279022
264,audio-mnist,cls,132,100.0,0.032586149871349335
265,audio-mnist,ssh,132,87.5,0.25729382038116455
266,audio-mnist,cls,133,100.0,0.02697189897298813
267,audio-mnist,ssh,133,85.41666666666666,0.2862343490123749
268,audio-mnist,cls,134,96.875,0.1260627955198288
269,audio-mnist,ssh,134,86.45833333333334,0.23368485271930695
270,audio-mnist,cls,135,96.875,0.09546878933906555
271,audio-mnist,ssh,135,82.29166666666666,0.2632083594799042
272,audio-mnist,cls,136,94.79166666666666,0.1462860256433487
273,audio-mnist,ssh,136,78.125,0.3155699074268341
274,audio-mnist,cls,137,97.91666666666666,0.06960238516330719
275,audio-mnist,ssh,137,80.20833333333334,0.2895597219467163
276,audio-mnist,cls,138,97.91666666666666,0.0669303834438324
277,audio-mnist,ssh,138,88.54166666666666,0.2104790359735489
278,audio-mnist,cls,139,98.95833333333334,0.040368739515542984
279,audio-mnist,ssh,139,79.16666666666666,0.3144043982028961
280,audio-mnist,cls,140,97.91666666666666,0.048806797713041306
281,audio-mnist,ssh,140,78.125,0.3028689920902252
282,audio-mnist,cls,141,94.79166666666666,0.08848420530557632
283,audio-mnist,ssh,141,82.29166666666666,0.283502459526062
284,audio-mnist,cls,142,93.75,0.15912939608097076
285,audio-mnist,ssh,142,79.16666666666666,0.3034442961215973
286,audio-mnist,cls,143,97.91666666666666,0.06134023889899254
287,audio-mnist,ssh,143,87.5,0.1954796463251114
288,audio-mnist,cls,144,97.91666666666666,0.057313110679388046
289,audio-mnist,ssh,144,87.5,0.25866153836250305
290,audio-mnist,cls,145,100.0,0.033982813358306885
291,audio-mnist,ssh,145,79.16666666666666,0.3890734612941742
292,audio-mnist,cls,146,97.91666666666666,0.060105111449956894
293,audio-mnist,ssh,146,85.41666666666666,0.2753736674785614
294,audio-mnist,cls,147,97.91666666666666,0.1720656007528305
295,audio-mnist,ssh,147,89.58333333333334,0.2421920895576477
296,audio-mnist,cls,148,100.0,0.04960109665989876
297,audio-mnist,ssh,148,88.54166666666666,0.2193370908498764
298,audio-mnist,cls,149,100.0,0.02706938236951828
299,audio-mnist,ssh,149,71.875,0.4260655641555786
300,audio-mnist,cls,150,96.875,0.12566520273685455
301,audio-mnist,ssh,150,90.625,0.19060800969600677
302,audio-mnist,cls,151,97.91666666666666,0.07066979259252548
303,audio-mnist,ssh,151,82.29166666666666,0.31285277009010315
304,audio-mnist,cls,152,100.0,0.04226478934288025
305,audio-mnist,ssh,152,77.08333333333334,0.33881473541259766
306,audio-mnist,cls,153,97.91666666666666,0.05134322866797447
307,audio-mnist,ssh,153,88.54166666666666,0.21815182268619537
308,audio-mnist,cls,154,95.83333333333334,0.10066282004117966
309,audio-mnist,ssh,154,84.375,0.278556227684021
310,audio-mnist,cls,155,96.875,0.08029138296842575
311,audio-mnist,ssh,155,82.29166666666666,0.2893644869327545
312,audio-mnist,cls,156,98.95833333333334,0.03513375669717789
313,audio-mnist,ssh,156,82.29166666666666,0.26562294363975525
314,audio-mnist,cls,157,98.95833333333334,0.07794076949357986
315,audio-mnist,ssh,157,83.33333333333334,0.2865767180919647
316,audio-mnist,cls,158,97.91666666666666,0.06423547118902206
317,audio-mnist,ssh,158,79.16666666666666,0.36016276478767395
318,audio-mnist,cls,159,98.95833333333334,0.04515669867396355
319,audio-mnist,ssh,159,88.54166666666666,0.19127118587493896
320,audio-mnist,cls,160,100.0,0.025005007162690163
321,audio-mnist,ssh,160,79.16666666666666,0.3421899974346161
322,audio-mnist,cls,161,96.875,0.09254623204469681
323,audio-mnist,ssh,161,77.08333333333334,0.36645618081092834
324,audio-mnist,cls,162,97.91666666666666,0.04431399330496788
325,audio-mnist,ssh,162,86.45833333333334,0.28139910101890564
326,audio-mnist,cls,163,97.91666666666666,0.08472520112991333
327,audio-mnist,ssh,163,75.0,0.3561454713344574
328,audio-mnist,cls,164,100.0,0.03895609453320503
329,audio-mnist,ssh,164,82.29166666666666,0.2692318856716156
330,audio-mnist,cls,165,98.95833333333334,0.054346486926078796
331,audio-mnist,ssh,165,84.375,0.2614693343639374
332,audio-mnist,cls,166,96.875,0.07437701523303986
333,audio-mnist,ssh,166,81.25,0.3383743464946747
334,audio-mnist,cls,167,98.95833333333334,0.026081880554556847
335,audio-mnist,ssh,167,84.375,0.2690149247646332
336,audio-mnist,cls,168,100.0,0.013194124214351177
337,audio-mnist,ssh,168,84.375,0.3171103894710541
338,audio-mnist,cls,169,98.95833333333334,0.04448147490620613
339,audio-mnist,ssh,169,84.375,0.2647569477558136
340,audio-mnist,cls,170,98.95833333333334,0.03982425108551979
341,audio-mnist,ssh,170,80.20833333333334,0.32581597566604614
342,audio-mnist,cls,171,100.0,0.031771473586559296
343,audio-mnist,ssh,171,87.5,0.20998573303222656
344,audio-mnist,cls,172,95.83333333333334,0.1185184195637703
345,audio-mnist,ssh,172,82.29166666666666,0.3203206956386566
346,audio-mnist,cls,173,100.0,0.03028695471584797
347,audio-mnist,ssh,173,83.33333333333334,0.2492092102766037
348,audio-mnist,cls,174,97.91666666666666,0.0455913245677948
349,audio-mnist,ssh,174,81.25,0.2952326834201813
350,audio-mnist,cls,175,98.95833333333334,0.02429039776325226
351,audio-mnist,ssh,175,81.25,0.31582215428352356
352,audio-mnist,cls,176,100.0,0.017867913469672203
353,audio-mnist,ssh,176,86.45833333333334,0.2748188376426697
354,audio-mnist,cls,177,96.875,0.07625181972980499
355,audio-mnist,ssh,177,84.375,0.3041457235813141
356,audio-mnist,cls,178,100.0,0.009313779883086681
357,audio-mnist,ssh,178,83.33333333333334,0.3218819200992584
358,audio-mnist,cls,179,96.875,0.060777697712183
359,audio-mnist,ssh,179,80.20833333333334,0.3195590376853943
360,audio-mnist,cls,180,97.91666666666666,0.03394774720072746
361,audio-mnist,ssh,180,86.45833333333334,0.24320964515209198
362,audio-mnist,cls,181,97.91666666666666,0.1013273224234581
363,audio-mnist,ssh,181,84.375,0.3006022274494171
364,audio-mnist,cls,182,100.0,0.013289676047861576
365,audio-mnist,ssh,182,79.16666666666666,0.43193551898002625
366,audio-mnist,cls,183,100.0,0.015597577206790447
367,audio-mnist,ssh,183,83.33333333333334,0.3260261118412018
368,audio-mnist,cls,184,98.95833333333334,0.046582549810409546
369,audio-mnist,ssh,184,78.125,0.3516119420528412
370,audio-mnist,cls,185,97.91666666666666,0.08018188923597336
371,audio-mnist,ssh,185,83.33333333333334,0.27622368931770325
372,audio-mnist,cls,186,98.95833333333334,0.04585782811045647
373,audio-mnist,ssh,186,84.375,0.28386786580085754
374,audio-mnist,cls,187,98.95833333333334,0.01787877269089222
375,audio-mnist,ssh,187,83.33333333333334,0.291972279548645
376,audio-mnist,cls,188,100.0,0.027526678517460823
377,audio-mnist,ssh,188,79.16666666666666,0.3935988247394562
378,audio-mnist,cls,189,95.83333333333334,0.06945120543241501
379,audio-mnist,ssh,189,80.20833333333334,0.3384048044681549
380,audio-mnist,cls,190,100.0,0.010221505537629128
381,audio-mnist,ssh,190,80.20833333333334,0.3197137415409088
382,audio-mnist,cls,191,98.95833333333334,0.026920169591903687
383,audio-mnist,ssh,191,84.375,0.25733497738838196
384,audio-mnist,cls,192,98.95833333333334,0.034900497645139694
385,audio-mnist,ssh,192,87.5,0.26112836599349976
386,audio-mnist,cls,193,100.0,0.013059279881417751
387,audio-mnist,ssh,193,82.29166666666666,0.3609408438205719
388,audio-mnist,cls,194,96.875,0.05383370816707611
389,audio-mnist,ssh,194,82.29166666666666,0.36050403118133545
390,audio-mnist,cls,195,97.91666666666666,0.08824992924928665
391,audio-mnist,ssh,195,84.375,0.2725186347961426
392,audio-mnist,cls,196,100.0,0.03463362529873848
393,audio-mnist,ssh,196,84.375,0.276155561208725
394,audio-mnist,cls,197,97.91666666666666,0.03690063953399658
395,audio-mnist,ssh,197,83.33333333333334,0.2525269389152527
396,audio-mnist,cls,198,100.0,0.029856203123927116
397,audio-mnist,ssh,198,86.45833333333334,0.22551871836185455
398,audio-mnist,cls,199,100.0,0.009594793431460857
399,audio-mnist,ssh,199,83.33333333333334,0.2872813642024994
400,audio-mnist,cls,200,97.91666666666666,0.05790528282523155
401,audio-mnist,ssh,200,81.25,0.3538086712360382
402,audio-mnist,cls,201,98.95833333333334,0.026038579642772675
403,audio-mnist,ssh,201,81.25,0.3252498209476471
404,audio-mnist,cls,202,100.0,0.036278896033763885
405,audio-mnist,ssh,202,83.33333333333334,0.29566529393196106
406,audio-mnist,cls,203,97.91666666666666,0.04444779455661774
407,audio-mnist,ssh,203,77.08333333333334,0.3233093023300171
408,audio-mnist,cls,204,98.95833333333334,0.024429356679320335
409,audio-mnist,ssh,204,89.58333333333334,0.21041209995746613
410,audio-mnist,cls,205,96.875,0.05591076239943504
411,audio-mnist,ssh,205,85.41666666666666,0.27153661847114563
412,audio-mnist,cls,206,98.95833333333334,0.03397119790315628
413,audio-mnist,ssh,206,85.41666666666666,0.2642337381839752
414,audio-mnist,cls,207,100.0,0.012262714095413685
415,audio-mnist,ssh,207,81.25,0.2615150213241577
416,audio-mnist,cls,208,100.0,0.01648850552737713
417,audio-mnist,ssh,208,93.75,0.1244853138923645
418,audio-mnist,cls,209,97.91666666666666,0.09106993675231934
419,audio-mnist,ssh,209,77.08333333333334,0.39354729652404785
420,audio-mnist,cls,210,98.95833333333334,0.04642403498291969
421,audio-mnist,ssh,210,78.125,0.34639230370521545
422,audio-mnist,cls,211,100.0,0.0168585367500782
423,audio-mnist,ssh,211,84.375,0.24943220615386963
424,audio-mnist,cls,212,100.0,0.011931858956813812
425,audio-mnist,ssh,212,78.125,0.3315823972225189
426,audio-mnist,cls,213,100.0,0.007315035909414291
427,audio-mnist,ssh,213,82.29166666666666,0.26247966289520264
428,audio-mnist,cls,214,98.95833333333334,0.027786940336227417
429,audio-mnist,ssh,214,77.08333333333334,0.29084959626197815
430,audio-mnist,cls,215,100.0,0.016475504264235497
431,audio-mnist,ssh,215,81.25,0.2720519006252289
432,audio-mnist,cls,216,100.0,0.012468259781599045
433,audio-mnist,ssh,216,75.0,0.34126392006874084
434,audio-mnist,cls,217,100.0,0.010118159465491772
435,audio-mnist,ssh,217,86.45833333333334,0.24079108238220215
436,audio-mnist,cls,218,100.0,0.018402881920337677
437,audio-mnist,ssh,218,84.375,0.27126145362854004
438,audio-mnist,cls,219,100.0,0.014688719063997269
439,audio-mnist,ssh,219,78.125,0.3586360216140747
440,audio-mnist,cls,220,100.0,0.021568825468420982
441,audio-mnist,ssh,220,87.5,0.20737697184085846
442,audio-mnist,cls,221,100.0,0.023735463619232178
443,audio-mnist,ssh,221,85.41666666666666,0.24702894687652588
444,audio-mnist,cls,222,98.95833333333334,0.04630069062113762
445,audio-mnist,ssh,222,86.45833333333334,0.23724675178527832
446,audio-mnist,cls,223,100.0,0.016369091346859932
447,audio-mnist,ssh,223,84.375,0.2827359735965729
448,audio-mnist,cls,224,96.875,0.061209265142679214
449,audio-mnist,ssh,224,84.375,0.270404189825058
450,audio-mnist,cls,225,98.95833333333334,0.023167073726654053
451,audio-mnist,ssh,225,81.25,0.3135713040828705
452,audio-mnist,cls,226,98.95833333333334,0.022196466103196144
453,audio-mnist,ssh,226,79.16666666666666,0.28194937109947205
454,audio-mnist,cls,227,100.0,0.015659719705581665
455,audio-mnist,ssh,227,81.25,0.3242005407810211
456,audio-mnist,cls,228,98.95833333333334,0.025015778839588165
457,audio-mnist,ssh,228,85.41666666666666,0.24725526571273804
458,audio-mnist,cls,229,98.95833333333334,0.0190359465777874
459,audio-mnist,ssh,229,80.20833333333334,0.2600826323032379
460,audio-mnist,cls,230,100.0,0.009556435979902744
461,audio-mnist,ssh,230,86.45833333333334,0.2089284062385559
462,audio-mnist,cls,231,98.95833333333334,0.04007711634039879
463,audio-mnist,ssh,231,77.08333333333334,0.31182703375816345
464,audio-mnist,cls,232,98.95833333333334,0.02678459696471691
465,audio-mnist,ssh,232,85.41666666666666,0.20328153669834137
466,audio-mnist,cls,233,98.95833333333334,0.02879207767546177
