,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,speech-commands-purity,R50+ViT-B_16,N/A,N/A,93.72808726139462,6.27191273860538,0.0,103687828
1,speech-commands-purity,R50+ViT-B_16,N/A,running_tap,79.47019867549669,20.52980132450331,1.0,103687828
