,type,step,accuracy,loss
124,train,124,60.9375,2.007303237915039
125,train,125,50.0,2.05472993850708
126,train,126,53.125,2.03311824798584
127,train,127,65.625,1.9935401678085327
128,train,128,59.375,2.003030300140381
129,train,129,65.625,1.973301649093628
130,train,130,70.3125,1.9729424715042114
131,train,131,54.6875,2.017214059829712
132,train,132,48.4375,2.0338590145111084
133,train,133,57.8125,1.986348271369934
134,train,134,59.375,1.9998643398284912
135,train,135,68.75,1.9095470905303955
136,train,136,60.9375,1.9317429065704346
137,train,137,54.6875,2.015127182006836
138,train,138,62.5,1.9842561483383179
139,train,139,54.6875,1.999606966972351
140,train,140,60.9375,1.9598380327224731
141,train,141,64.0625,1.9729905128479004
142,train,142,59.375,1.9916832447052002
143,train,143,54.6875,1.9946573972702026
144,train,144,62.5,1.9564417600631714
145,train,145,51.5625,2.028223991394043
146,train,146,56.25,1.9845975637435913
147,train,147,57.8125,1.9909759759902954
148,train,148,57.8125,1.977617621421814
149,train,149,65.625,1.9526972770690918
150,train,150,60.9375,1.9536365270614624
151,train,151,62.5,1.9583213329315186
152,train,152,62.5,1.9563157558441162
153,train,153,68.75,1.9124282598495483
154,train,154,73.4375,1.8948761224746704
155,train,155,65.625,1.9230024814605713
156,train,156,67.1875,1.9426630735397339
157,train,157,71.875,1.894637942314148
158,train,158,64.0625,1.9743143320083618
159,train,159,60.9375,1.9336068630218506
160,train,160,64.0625,1.9563263654708862
161,train,161,71.875,1.897854208946228
162,train,162,60.9375,1.9535019397735596
163,train,163,73.4375,1.8701454401016235
164,train,164,67.1875,1.8672430515289307
165,train,165,73.4375,1.8504762649536133
166,train,166,64.0625,1.9370298385620117
167,train,167,78.125,1.8447705507278442
168,train,168,67.1875,1.929738998413086
169,train,169,70.3125,1.8909857273101807
170,train,170,67.1875,1.8831371068954468
171,train,171,57.8125,1.9553661346435547
172,train,172,68.75,1.8996556997299194
173,train,173,73.4375,1.8776317834854126
174,train,174,71.875,1.8777440786361694
175,train,175,65.625,1.9427900314331055
176,train,176,73.4375,1.8542613983154297
177,train,177,62.5,1.9213924407958984
178,train,178,62.5,1.9344080686569214
179,train,179,70.3125,1.8538436889648438
180,train,180,67.1875,1.896304726600647
181,train,181,70.3125,1.8759385347366333
182,train,182,65.625,1.9052127599716187
183,train,183,71.875,1.870256781578064
184,train,184,68.75,1.882123351097107
185,train,185,71.875,1.8772026300430298
186,train,186,65.625,1.894486904144287
187,train,187,60.9375,1.9345523118972778
188,train,188,65.625,1.9001951217651367
189,train,189,79.6875,1.8229265213012695
190,train,190,79.6875,1.8284724950790405
191,train,191,73.4375,1.8480784893035889
192,train,192,67.1875,1.8983607292175293
193,train,193,65.625,1.916386604309082
194,train,194,75.0,1.8653738498687744
195,train,195,79.6875,1.8357398509979248
196,train,196,68.75,1.9093793630599976
197,train,197,73.4375,1.881497859954834
198,train,198,75.0,1.8504194021224976
199,train,199,65.625,1.909932255744934
200,train,200,67.1875,1.8934773206710815
201,train,201,81.25,1.795483946800232
202,train,202,75.0,1.8471585512161255
203,train,203,75.0,1.8512399196624756
204,train,204,71.875,1.837254524230957
205,train,205,76.5625,1.8200644254684448
206,train,206,67.1875,1.8865745067596436
207,train,207,78.125,1.816417932510376
208,train,208,71.875,1.8759194612503052
209,train,209,79.6875,1.8171048164367676
210,train,210,73.4375,1.8548219203948975
211,train,211,75.0,1.8450026512145996
212,train,212,82.8125,1.792391061782837
213,train,213,85.9375,1.7682198286056519
214,train,214,75.0,1.835821509361267
215,train,215,82.8125,1.7819520235061646
216,train,216,76.5625,1.7979111671447754
217,train,217,76.5625,1.8301249742507935
218,train,218,81.25,1.7648181915283203
219,train,219,79.6875,1.8024088144302368
220,train,220,81.25,1.8139538764953613
221,train,221,73.4375,1.8075923919677734
222,train,222,71.875,1.8635140657424927
223,train,223,82.8125,1.7709274291992188
224,train,224,82.8125,1.7456971406936646
225,train,225,81.25,1.7976168394088745
226,train,226,76.5625,1.8208928108215332
227,train,227,75.0,1.8274530172348022
228,train,228,76.5625,1.8151097297668457
229,train,229,76.5625,1.8012173175811768
230,train,230,84.375,1.7567384243011475
231,train,231,76.5625,1.8135170936584473
232,train,232,81.25,1.782257318496704
233,train,233,79.6875,1.7663987874984741
234,train,234,87.5,1.7383942604064941
235,train,235,82.8125,1.7683994770050049
236,train,236,76.5625,1.8014556169509888
237,train,237,87.5,1.7184135913848877
238,train,238,84.375,1.7881907224655151
239,train,239,85.9375,1.746610164642334
240,train,240,82.8125,1.7509353160858154
241,train,241,75.0,1.8142695426940918
242,train,242,84.375,1.76362144947052
243,train,243,84.375,1.7595702409744263
244,train,244,78.125,1.8064521551132202
245,train,245,96.875,1.725279450416565
246,train,246,95.3125,1.706897497177124
247,train,247,78.125,1.7852122783660889
248,train,248,73.4375,1.848190426826477
249,train,249,90.625,1.7244226932525635
250,train,250,87.5,1.7367504835128784
251,train,251,81.25,1.795225977897644
252,train,252,84.375,1.757590889930725
253,train,253,84.375,1.7102015018463135
254,train,254,84.375,1.764747977256775
255,train,255,84.375,1.7570079565048218
256,train,256,90.625,1.721321940422058
257,train,257,85.9375,1.7481811046600342
258,train,258,92.1875,1.6702930927276611
259,train,259,85.9375,1.7174915075302124
260,train,260,84.375,1.744935393333435
261,train,261,84.375,1.7858597040176392
262,train,262,84.375,1.724804162979126
263,train,263,84.375,1.7422493696212769
264,train,264,85.9375,1.7287157773971558
265,train,265,89.0625,1.7027236223220825
266,train,266,85.9375,1.7116670608520508
267,train,267,85.9375,1.7378699779510498
268,train,268,81.25,1.7516324520111084
269,train,269,89.0625,1.7118350267410278
270,train,270,92.1875,1.6810698509216309
271,train,271,85.9375,1.7213730812072754
272,train,272,84.375,1.737050175666809
273,train,273,87.5,1.7094568014144897
274,train,274,87.5,1.6992356777191162
275,train,275,90.625,1.6975902318954468
276,train,276,89.0625,1.7132833003997803
277,train,277,85.9375,1.7336151599884033
278,train,278,81.25,1.782678246498108
279,train,279,90.625,1.6989816427230835
280,train,280,84.375,1.7432435750961304
281,train,281,90.625,1.687471866607666
282,train,282,92.1875,1.653900146484375
283,train,283,92.1875,1.6802905797958374
284,train,284,85.9375,1.7208024263381958
285,train,285,90.625,1.6614269018173218
286,train,286,89.0625,1.6746094226837158
287,train,287,90.625,1.6562875509262085
288,train,288,79.6875,1.7603344917297363
289,train,289,87.5,1.6797560453414917
290,train,290,87.5,1.6937119960784912
291,train,291,87.5,1.6882059574127197
292,train,292,85.9375,1.6939201354980469
293,train,293,95.3125,1.6370972394943237
294,train,294,82.8125,1.7351876497268677
295,train,295,85.9375,1.6998804807662964
296,train,296,82.8125,1.7074532508850098
297,train,297,81.25,1.738358497619629
298,train,298,89.0625,1.655112624168396
299,train,299,82.8125,1.7231086492538452
300,train,300,78.125,1.738478660583496
301,train,301,87.5,1.6908406019210815
302,train,302,87.5,1.6702405214309692
303,train,303,87.5,1.664568305015564
304,train,304,89.0625,1.6835904121398926
305,train,305,90.625,1.6612319946289062
306,train,306,87.5,1.6803553104400635
307,train,307,89.0625,1.6756367683410645
308,train,308,92.1875,1.6445447206497192
309,train,309,89.0625,1.6649384498596191
310,train,310,87.5,1.6636371612548828
311,train,311,89.0625,1.6652708053588867
312,train,312,100.0,1.6166658401489258
313,validation,0,87.5,1.6524441242218018
314,validation,1,95.3125,1.5966525077819824
315,validation,2,92.1875,1.633468747138977
316,validation,3,90.625,1.6664538383483887
317,validation,4,96.875,1.6001513004302979
318,validation,5,92.1875,1.6078252792358398
319,validation,6,87.5,1.6570974588394165
320,validation,7,87.5,1.6691718101501465
321,validation,8,85.9375,1.706173300743103
322,validation,9,89.0625,1.649078607559204
323,validation,10,92.1875,1.6783313751220703
324,validation,11,90.625,1.6252998113632202
325,validation,12,90.625,1.6810314655303955
326,validation,13,89.0625,1.6803556680679321
327,validation,14,90.625,1.656919240951538
328,validation,15,92.1875,1.6472302675247192
329,validation,16,90.625,1.6624648571014404
330,validation,17,85.9375,1.6788609027862549
331,validation,18,82.8125,1.7071901559829712
332,validation,19,89.0625,1.6471974849700928
333,validation,20,93.75,1.6037638187408447
334,validation,21,96.875,1.6255439519882202
335,validation,22,92.1875,1.6375360488891602
336,validation,23,93.75,1.648125171661377
337,validation,24,90.625,1.633161187171936
338,validation,25,92.1875,1.6437230110168457
339,validation,26,89.0625,1.634966492652893
340,validation,27,92.1875,1.619855284690857
341,validation,28,90.625,1.674865484237671
342,validation,29,85.9375,1.6804040670394897
343,validation,30,92.1875,1.6297844648361206
344,validation,31,89.0625,1.644973635673523
345,validation,32,90.625,1.6228506565093994
346,validation,33,87.5,1.6472376585006714
347,validation,34,89.0625,1.671989917755127
348,validation,35,89.0625,1.6584815979003906
349,validation,36,84.375,1.712254524230957
350,validation,37,90.625,1.6569961309432983
351,validation,38,87.5,1.6587063074111938
352,validation,39,84.375,1.6964712142944336
353,validation,40,84.375,1.6836298704147339
354,validation,41,92.1875,1.6419737339019775
355,validation,42,93.75,1.61441171169281
356,validation,43,95.3125,1.6458415985107422
357,validation,44,93.75,1.6239378452301025
358,validation,45,89.0625,1.651365876197815
359,validation,46,85.9375,1.6679972410202026
360,validation,47,85.9375,1.687997817993164
361,validation,48,93.75,1.630393624305725
362,validation,49,85.9375,1.677506923675537
363,validation,50,93.75,1.6133348941802979
364,validation,51,92.1875,1.682771921157837
365,validation,52,90.625,1.6394330263137817
366,validation,53,93.75,1.6576825380325317
367,validation,54,87.5,1.707265019416809
368,validation,55,95.3125,1.614411473274231
369,validation,56,92.1875,1.64144766330719
370,validation,57,92.1875,1.6219418048858643
371,validation,58,85.9375,1.6651184558868408
372,validation,59,84.375,1.6714951992034912
373,validation,60,87.5,1.672864556312561
374,validation,61,96.875,1.6016935110092163
375,validation,62,90.625,1.625482201576233
376,validation,63,93.75,1.6454963684082031
377,validation,64,89.0625,1.633948564529419
378,validation,65,93.75,1.640184760093689
379,validation,66,87.5,1.6812589168548584
380,validation,67,90.625,1.6365039348602295
381,validation,68,93.75,1.6437681913375854
382,validation,69,92.1875,1.6386864185333252
383,validation,70,89.0625,1.677202820777893
384,validation,71,81.25,1.6975926160812378
385,validation,72,85.9375,1.668552279472351
386,validation,73,90.625,1.6465691328048706
387,validation,74,89.0625,1.6872855424880981
388,validation,75,87.5,1.6853164434432983
389,validation,76,85.9375,1.6696547269821167
390,validation,77,89.0625,1.6426913738250732
391,validation,78,90.625,1.6318230628967285
392,validation,79,93.75,1.6506346464157104
393,validation,80,90.625,1.6473468542099
394,validation,81,95.3125,1.63539457321167
395,validation,82,90.625,1.6439274549484253
396,validation,83,90.625,1.6799530982971191
397,validation,84,92.1875,1.6206144094467163
398,validation,85,89.0625,1.634734034538269
399,validation,86,95.3125,1.6310991048812866
400,validation,87,89.0625,1.6627590656280518
401,validation,88,90.625,1.6086578369140625
402,validation,89,98.4375,1.6143344640731812
403,validation,90,95.3125,1.6351191997528076
404,validation,91,82.8125,1.685117244720459
405,validation,92,82.8125,1.6979684829711914
406,validation,93,93.75,1.6320122480392456
407,train,313,92.1875,1.6347980499267578
408,train,314,92.1875,1.666137456893921
409,train,315,89.0625,1.6666048765182495
410,train,316,93.75,1.6352934837341309
411,train,317,92.1875,1.633803129196167
412,train,318,95.3125,1.6334694623947144
413,train,319,92.1875,1.6400306224822998
414,train,320,92.1875,1.6562391519546509
415,train,321,84.375,1.730385422706604
416,train,322,92.1875,1.653385877609253
417,train,323,95.3125,1.6434305906295776
418,train,324,92.1875,1.6494152545928955
419,train,325,95.3125,1.6052600145339966
420,train,326,90.625,1.6396807432174683
421,train,327,92.1875,1.6680636405944824
422,train,328,90.625,1.658372163772583
423,train,329,95.3125,1.633193016052246
424,train,330,96.875,1.6175652742385864
425,train,331,95.3125,1.6157187223434448
426,train,332,95.3125,1.6357964277267456
427,train,333,92.1875,1.6470344066619873
428,train,334,93.75,1.6498183012008667
429,train,335,96.875,1.641523003578186
430,train,336,98.4375,1.6001672744750977
431,train,337,96.875,1.6573723554611206
432,train,338,96.875,1.6266634464263916
433,train,339,95.3125,1.6282721757888794
434,train,340,96.875,1.6185885667800903
435,train,341,96.875,1.6150529384613037
436,train,342,96.875,1.6253641843795776
437,train,343,93.75,1.6398676633834839
438,train,344,95.3125,1.6324352025985718
439,train,345,96.875,1.6391063928604126
440,train,346,96.875,1.607932448387146
441,train,347,100.0,1.5679903030395508
442,train,348,95.3125,1.6301510334014893
443,train,349,96.875,1.6249998807907104
444,train,350,96.875,1.6416263580322266
445,train,351,98.4375,1.6190108060836792
446,train,352,96.875,1.6198704242706299
447,train,353,96.875,1.57778000831604
448,train,354,96.875,1.6423643827438354
449,train,355,100.0,1.6053460836410522
450,train,356,100.0,1.618495225906372
451,train,357,100.0,1.5938501358032227
452,train,358,96.875,1.5957883596420288
453,train,359,96.875,1.5951335430145264
454,train,360,100.0,1.620435118675232
455,train,361,98.4375,1.6053483486175537
456,train,362,100.0,1.5999252796173096
457,train,363,98.4375,1.6016815900802612
458,train,364,100.0,1.5933811664581299
459,train,365,98.4375,1.575395941734314
460,train,366,96.875,1.6102449893951416
461,train,367,96.875,1.6206064224243164
462,train,368,100.0,1.5880589485168457
463,train,369,98.4375,1.5847525596618652
464,train,370,95.3125,1.6108366250991821
465,train,371,98.4375,1.5983445644378662
466,train,372,95.3125,1.6174412965774536
467,train,373,96.875,1.6368590593338013
468,train,374,95.3125,1.6158543825149536
469,train,375,100.0,1.6085541248321533
470,train,376,95.3125,1.6025737524032593
471,train,377,98.4375,1.5975443124771118
472,train,378,98.4375,1.583348274230957
473,train,379,98.4375,1.5849971771240234
474,train,380,96.875,1.6172763109207153
475,train,381,100.0,1.5544229745864868
476,train,382,95.3125,1.6151903867721558
477,train,383,95.3125,1.6105387210845947
478,train,384,98.4375,1.5835661888122559
479,train,385,96.875,1.5758891105651855
480,train,386,100.0,1.6036913394927979
481,train,387,98.4375,1.5859752893447876
482,train,388,96.875,1.60379159450531
483,train,389,100.0,1.560935139656067
484,train,390,96.875,1.5895041227340698
485,train,391,98.4375,1.5712898969650269
486,train,392,100.0,1.5538725852966309
487,train,393,100.0,1.6105135679244995
488,train,394,96.875,1.5694174766540527
489,train,395,98.4375,1.590633511543274
490,train,396,98.4375,1.595485806465149
491,train,397,96.875,1.5793908834457397
492,train,398,100.0,1.5569344758987427
493,train,399,98.4375,1.5735787153244019
494,train,400,95.3125,1.5733137130737305
495,train,401,96.875,1.5877505540847778
496,train,402,98.4375,1.5988249778747559
497,train,403,100.0,1.5356603860855103
498,train,404,98.4375,1.5848743915557861
499,train,405,98.4375,1.5979523658752441
500,train,406,96.875,1.6027114391326904
501,train,407,100.0,1.537750482559204
502,train,408,100.0,1.5399627685546875
503,train,409,95.3125,1.5541601181030273
504,train,410,95.3125,1.607948660850525
505,train,411,98.4375,1.566223382949829
506,train,412,95.3125,1.5963094234466553
507,train,413,100.0,1.5521024465560913
508,train,414,98.4375,1.5531480312347412
509,train,415,95.3125,1.5862855911254883
510,train,416,100.0,1.5463509559631348
511,train,417,100.0,1.5561374425888062
512,train,418,98.4375,1.5521076917648315
513,train,419,93.75,1.574701189994812
514,train,420,96.875,1.5666449069976807
515,train,421,100.0,1.539592981338501
516,train,422,98.4375,1.554508924484253
517,train,423,100.0,1.5516477823257446
518,train,424,96.875,1.5881013870239258
519,train,425,100.0,1.5453752279281616
520,train,426,95.3125,1.5925402641296387
521,train,427,98.4375,1.5549888610839844
522,train,428,95.3125,1.5766903162002563
523,train,429,100.0,1.573684811592102
524,train,430,100.0,1.5387299060821533
525,train,431,98.4375,1.5298570394515991
526,train,432,98.4375,1.5497134923934937
527,train,433,100.0,1.5400644540786743
528,train,434,96.875,1.545656681060791
529,train,435,96.875,1.5675774812698364
530,train,436,98.4375,1.5634211301803589
531,train,437,100.0,1.5417898893356323
532,train,438,100.0,1.557508111000061
533,train,439,98.4375,1.5481743812561035
534,train,440,98.4375,1.53725266456604
535,train,441,100.0,1.5683722496032715
536,train,442,98.4375,1.5424704551696777
537,train,443,100.0,1.5264681577682495
538,train,444,98.4375,1.5468634366989136
539,train,445,100.0,1.5619691610336304
540,train,446,98.4375,1.5720276832580566
541,train,447,98.4375,1.551369547843933
542,train,448,98.4375,1.5739526748657227
543,train,449,96.875,1.5372530221939087
544,train,450,98.4375,1.5484529733657837
545,train,451,100.0,1.5467480421066284
546,train,452,98.4375,1.5407555103302002
547,train,453,96.875,1.52882719039917
548,train,454,100.0,1.5358211994171143
549,train,455,98.4375,1.5354526042938232
550,train,456,98.4375,1.5579004287719727
551,train,457,98.4375,1.5471621751785278
552,train,458,100.0,1.530622959136963
553,train,459,100.0,1.543501853942871
554,train,460,100.0,1.5341957807540894
555,train,461,98.4375,1.5659843683242798
556,train,462,96.875,1.5407187938690186
557,train,463,98.4375,1.5393511056900024
558,train,464,100.0,1.5613877773284912
559,train,465,96.875,1.5414364337921143
560,train,466,98.4375,1.5447535514831543
561,train,467,96.875,1.5725592374801636
562,train,468,100.0,1.524520754814148
563,train,469,100.0,1.5228908061981201
564,train,470,98.4375,1.5295352935791016
565,train,471,100.0,1.5496302843093872
566,train,472,100.0,1.5221483707427979
567,train,473,98.4375,1.5284347534179688
568,train,474,98.4375,1.5102638006210327
569,train,475,100.0,1.5475519895553589
570,train,476,98.4375,1.5264006853103638
571,train,477,98.4375,1.5365874767303467
572,train,478,100.0,1.5121252536773682
573,train,479,98.4375,1.5389130115509033
574,train,480,98.4375,1.5249329805374146
575,train,481,98.4375,1.5458201169967651
576,train,482,98.4375,1.553019642829895
577,train,483,100.0,1.5162057876586914
578,train,484,100.0,1.5306332111358643
579,train,485,100.0,1.5444090366363525
580,train,486,100.0,1.5119174718856812
581,train,487,96.875,1.5407670736312866
582,train,488,98.4375,1.5382814407348633
583,train,489,100.0,1.5170464515686035
584,train,490,96.875,1.5699121952056885
585,train,491,98.4375,1.5403008460998535
586,train,492,100.0,1.5165842771530151
587,train,493,98.4375,1.5454219579696655
588,train,494,100.0,1.5189718008041382
589,train,495,100.0,1.5435304641723633
590,train,496,98.4375,1.524878740310669
591,train,497,98.4375,1.538024663925171
592,train,498,95.3125,1.562954306602478
593,train,499,98.4375,1.5357409715652466
594,train,500,96.875,1.532158374786377
595,train,501,100.0,1.4987925291061401
596,train,502,98.4375,1.5366148948669434
597,train,503,100.0,1.5172919034957886
598,train,504,98.4375,1.5262854099273682
599,train,505,96.875,1.5286972522735596
600,train,506,100.0,1.5224926471710205
601,train,507,96.875,1.563868761062622
602,train,508,100.0,1.5176831483840942
603,train,509,96.875,1.5340964794158936
604,train,510,96.875,1.5230658054351807
605,train,511,100.0,1.5228140354156494
606,train,512,100.0,1.5311099290847778
607,train,513,98.4375,1.536156177520752
608,train,514,100.0,1.5105128288269043
609,train,515,100.0,1.5097362995147705
610,train,516,100.0,1.5139719247817993
611,train,517,100.0,1.5314710140228271
612,train,518,98.4375,1.5148431062698364
613,train,519,98.4375,1.513253927230835
614,train,520,100.0,1.5271031856536865
615,train,521,98.4375,1.532521367073059
616,train,522,100.0,1.5221889019012451
617,train,523,100.0,1.5148063898086548
618,train,524,98.4375,1.5318083763122559
619,train,525,98.4375,1.5196897983551025
620,train,526,98.4375,1.5220991373062134
621,train,527,98.4375,1.5223782062530518
622,train,528,100.0,1.5047746896743774
623,train,529,100.0,1.5269440412521362
624,train,530,96.875,1.5344182252883911
625,train,531,98.4375,1.5179603099822998
626,train,532,100.0,1.5183318853378296
627,train,533,95.3125,1.5458775758743286
628,train,534,100.0,1.5095186233520508
629,train,535,98.4375,1.5152119398117065
630,train,536,100.0,1.5201854705810547
631,train,537,96.875,1.5253320932388306
632,train,538,98.4375,1.5223820209503174
633,train,539,98.4375,1.5382311344146729
634,train,540,96.875,1.5231417417526245
635,train,541,98.4375,1.5443222522735596
636,train,542,98.4375,1.5243923664093018
637,train,543,100.0,1.508744716644287
638,train,544,100.0,1.5079714059829712
639,train,545,100.0,1.5092662572860718
640,train,546,98.4375,1.5115493535995483
641,train,547,100.0,1.5173851251602173
642,train,548,98.4375,1.5171518325805664
643,train,549,100.0,1.5214093923568726
644,train,550,96.875,1.518502950668335
645,train,551,100.0,1.5054264068603516
646,train,552,100.0,1.4996341466903687
647,train,553,98.4375,1.5070966482162476
648,train,554,100.0,1.5090276002883911
649,train,555,100.0,1.5002025365829468
650,train,556,98.4375,1.5220391750335693
651,train,557,100.0,1.4973227977752686
652,train,558,98.4375,1.506604552268982
653,train,559,96.875,1.5369938611984253
654,train,560,98.4375,1.5197237730026245
655,train,561,98.4375,1.5170269012451172
656,train,562,100.0,1.5110063552856445
657,train,563,98.4375,1.5225472450256348
658,train,564,100.0,1.5201724767684937
659,train,565,100.0,1.5138763189315796
660,train,566,95.3125,1.5641831159591675
661,train,567,100.0,1.507654070854187
662,train,568,100.0,1.5146888494491577
663,train,569,98.4375,1.5187299251556396
664,train,570,96.875,1.540492296218872
665,train,571,100.0,1.5116034746170044
666,train,572,96.875,1.526236653327942
667,train,573,96.875,1.5433977842330933
668,train,574,100.0,1.5053966045379639
669,train,575,100.0,1.4936292171478271
670,train,576,98.4375,1.5172008275985718
671,train,577,100.0,1.5118660926818848
672,train,578,100.0,1.538257122039795
673,train,579,98.4375,1.5135009288787842
674,train,580,100.0,1.5047451257705688
675,train,581,98.4375,1.5165058374404907
676,train,582,100.0,1.53159761428833
677,train,583,100.0,1.505522608757019
678,train,584,100.0,1.5063574314117432
679,train,585,98.4375,1.5107231140136719
680,train,586,100.0,1.5049744844436646
681,train,587,100.0,1.4975364208221436
682,train,588,98.4375,1.5170129537582397
683,train,589,98.4375,1.5139176845550537
684,train,590,100.0,1.5078023672103882
685,train,591,100.0,1.5054558515548706
686,train,592,100.0,1.5095751285552979
687,train,593,96.875,1.5131206512451172
688,train,594,98.4375,1.5155868530273438
689,train,595,100.0,1.5018726587295532
690,train,596,98.4375,1.5245120525360107
691,train,597,98.4375,1.525125503540039
692,train,598,98.4375,1.5168334245681763
693,train,599,100.0,1.5116569995880127
694,train,600,96.875,1.5306259393692017
695,train,601,96.875,1.512568473815918
696,train,602,100.0,1.5098416805267334
697,train,603,100.0,1.506686806678772
698,train,604,100.0,1.4966051578521729
699,train,605,100.0,1.5057580471038818
700,train,606,98.4375,1.5030721426010132
701,train,607,98.4375,1.515689730644226
702,train,608,100.0,1.5155589580535889
703,train,609,100.0,1.5147942304611206
704,train,610,100.0,1.5113904476165771
705,train,611,98.4375,1.531373143196106
706,train,612,100.0,1.4990005493164062
707,train,613,100.0,1.5082906484603882
708,train,614,98.4375,1.5126798152923584
709,train,615,100.0,1.4956432580947876
710,train,616,100.0,1.4921172857284546
711,train,617,100.0,1.4928052425384521
712,train,618,100.0,1.5083305835723877
713,train,619,98.4375,1.5097190141677856
714,train,620,100.0,1.4915375709533691
715,train,621,96.875,1.5143764019012451
716,train,622,100.0,1.5076326131820679
717,train,623,100.0,1.5077061653137207
718,train,624,98.4375,1.5018136501312256
719,train,625,100.0,1.4893968105316162
720,validation,94,98.4375,1.5124157667160034
721,validation,95,100.0,1.4815958738327026
