,type,step,accuracy,loss
0,train,0,14.0625,2.3064074516296387
1,train,1,14.0625,2.803321361541748
2,train,2,34.375,2.133471965789795
3,train,3,23.4375,2.170358180999756
4,train,4,40.625,1.8565499782562256
5,train,5,45.3125,1.6846773624420166
6,train,6,48.4375,1.4834644794464111
7,train,7,56.25,1.275739312171936
8,train,8,51.5625,1.3111597299575806
9,train,9,60.9375,1.2653635740280151
10,train,10,76.5625,0.913152813911438
11,train,11,70.3125,0.8034461140632629
12,train,12,84.375,0.49248671531677246
13,train,13,82.8125,0.6882057785987854
14,train,14,82.8125,0.560677170753479
15,train,15,85.9375,0.364531546831131
16,train,16,82.8125,0.4401931166648865
17,train,17,75.0,0.6735830903053284
18,train,18,79.6875,0.629177987575531
19,train,19,79.6875,0.5955789685249329
20,train,20,81.25,0.5578441023826599
21,train,21,71.875,0.7966452240943909
22,train,22,79.6875,0.7398122549057007
23,train,23,84.375,0.40433523058891296
24,train,24,89.0625,0.2742379903793335
25,train,25,65.625,0.8780806660652161
26,train,26,90.625,0.3760075867176056
27,train,27,93.75,0.2960892617702484
28,train,28,85.9375,0.3712104558944702
29,train,29,96.875,0.1615114063024521
30,train,30,87.5,0.39804086089134216
31,train,31,95.3125,0.20587430894374847
32,train,32,89.0625,0.4137202501296997
33,train,33,85.9375,0.3047453761100769
34,train,34,87.5,0.2903822958469391
35,train,35,89.0625,0.19225291907787323
36,train,36,90.625,0.2634649872779846
37,train,37,87.5,0.28598925471305847
38,train,38,85.9375,0.31692397594451904
39,train,39,92.1875,0.2652854025363922
40,train,40,95.3125,0.12308178842067719
41,train,41,92.1875,0.2462514489889145
42,train,42,87.5,0.4968920648097992
43,train,43,89.0625,0.24070948362350464
44,train,44,93.75,0.1847095489501953
45,train,45,93.75,0.3883044123649597
46,train,46,95.3125,0.16832251846790314
47,train,47,93.75,0.1579495519399643
48,train,48,93.75,0.19646133482456207
49,train,49,90.625,0.359371542930603
50,train,50,96.875,0.11365347355604172
51,train,51,92.1875,0.30820420384407043
52,train,52,93.75,0.19405165314674377
53,train,53,87.5,0.443535178899765
54,train,54,93.75,0.12841320037841797
55,train,55,98.4375,0.0652242973446846
56,train,56,93.75,0.11382594704627991
57,train,57,95.3125,0.18393734097480774
58,train,58,96.875,0.10881190001964569
59,train,59,95.3125,0.09560244530439377
60,train,60,92.1875,0.26171475648880005
61,train,61,98.4375,0.07372506707906723
62,train,62,89.0625,0.2500265836715698
63,train,63,93.75,0.2008853703737259
64,train,64,100.0,0.046451929956674576
65,train,65,96.875,0.11382319778203964
66,train,66,93.75,0.12161744385957718
67,train,67,98.4375,0.15461456775665283
68,train,68,87.5,0.24484337866306305
69,train,69,87.5,0.5653615593910217
70,train,70,98.4375,0.12000937759876251
71,train,71,98.4375,0.0776640996336937
72,train,72,87.5,0.34954261779785156
73,train,73,89.0625,0.3846365511417389
74,train,74,96.875,0.1575031727552414
75,train,75,87.5,0.42392218112945557
76,train,76,98.4375,0.093696229159832
77,train,77,96.875,0.07411360740661621
78,train,78,95.3125,0.1691366285085678
79,train,79,90.625,0.21072334051132202
80,train,80,90.625,0.15520784258842468
81,train,81,100.0,0.09297864884138107
82,train,82,100.0,0.05068293213844299
83,train,83,96.875,0.06986818462610245
84,train,84,89.0625,0.221389040350914
85,train,85,92.1875,0.16303634643554688
86,train,86,96.875,0.07860822975635529
87,train,87,93.75,0.16255627572536469
88,train,88,96.875,0.08541563898324966
89,train,89,93.75,0.1365785449743271
90,train,90,95.3125,0.15095829963684082
91,train,91,98.4375,0.05596306174993515
92,train,92,100.0,0.057755712419748306
93,train,93,96.875,0.06647525727748871
94,train,94,95.3125,0.28855201601982117
95,train,95,98.4375,0.14342574775218964
96,train,96,90.625,0.32651013135910034
97,train,97,93.75,0.1527617871761322
98,train,98,93.75,0.14709095656871796
99,train,99,96.875,0.17793697118759155
100,train,100,93.75,0.1308307945728302
101,train,101,95.3125,0.09209498763084412
102,train,102,100.0,0.016240155324339867
103,train,103,98.4375,0.048525236546993256
104,train,104,96.875,0.1307152658700943
105,train,105,95.3125,0.2576710283756256
106,train,106,85.9375,0.35329633951187134
107,train,107,100.0,0.040510036051273346
108,train,108,96.875,0.10472248494625092
109,train,109,100.0,0.021097969263792038
110,train,110,89.0625,0.4902447760105133
111,train,111,93.75,0.22958329319953918
112,train,112,87.5,0.280398428440094
113,train,113,100.0,0.01542658731341362
114,train,114,96.875,0.09093083441257477
115,train,115,96.875,0.1577209234237671
116,train,116,96.875,0.0631614401936531
117,train,117,92.1875,0.24781398475170135
118,train,118,95.3125,0.12212248146533966
119,train,119,100.0,0.03109031356871128
120,train,120,96.875,0.10025956481695175
121,train,121,98.4375,0.05874458700418472
122,train,122,98.4375,0.04405277222394943
123,train,123,100.0,0.007821614854037762
124,train,124,100.0,0.040630292147397995
125,train,125,96.875,0.0845629870891571
126,train,126,96.875,0.06629098206758499
127,train,127,100.0,0.012771586887538433
128,train,128,98.4375,0.05265388637781143
129,train,129,98.4375,0.09337880462408066
130,train,130,96.875,0.07781081646680832
131,train,131,96.875,0.06647157669067383
132,train,132,98.4375,0.042265232652425766
133,train,133,96.875,0.12505443394184113
134,train,134,100.0,0.02914678491652012
135,train,135,98.4375,0.03562412038445473
136,train,136,98.4375,0.03818797320127487
137,train,137,96.875,0.18379028141498566
138,train,138,98.4375,0.0186897125095129
139,train,139,100.0,0.0055264574475586414
