,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,audio-mnist,ViT,N/A,N/A,97.46000000000001,2.539999999999992,0.0,103687828
1,audio-mnist,ViT,N/A,gaussian_noise,79.10000000000001,20.89999999999999,0.0025,103687828
2,audio-mnist,ViT,CoNMix,gaussian_noise,97.78999999999999,2.210000000000008,0.0025,103687828
