,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,audio-mnist,ViT,N/A,N/A,97.34,2.6599999999999966,0.0,103687828
1,audio-mnist,ViT,N/A,exercise_bike,49.7,50.3,10.0,103687828
2,audio-mnist,ViT,CoNMix,exercise_bike,94.69,5.310000000000002,10.0,103687828
