,dataset,algorithm,tta-operation,corruption,accuracy,error,severity level,number of weight
0,audio-mnist,ViT,N/A,N/A,97.34,2.6599999999999966,0.0,103687828
1,audio-mnist,ViT,N/A,doing_the_dishes,34.33,65.67,3.0,103687828
2,audio-mnist,ViT,CoNMix,doing_the_dishes,87.15,12.849999999999994,3.0,103687828
